"conf.level";"n1";"n2";"m1-m2";"sd1/sd2";"p_Cohen_NH0";"p_Shieh_NH0";"p_transfoshieh_NH0";"CICohen_vs_Student";"CIShieh_vs_Welch";"CItransfoShieh_vs_Welch"
"148";0,95;20;20;1;10;0,00312;0,00356;0,00356;0;0;0
"149";0,95;20;20;1;4;0,00413;0,00451;0,00451;0;0;0
"150";0,95;20;20;1;2;0,01076;0,0112;0,0112;0;0;0
"151";0,95;20;20;1;1;0,07142;0,07166;0,07166;0;0;0
"152";0,95;20;20;1;0,1;0,88097;0,88827;0,88827;1,00000000000655e-05;9,99999999995449e-06;9,99999999995449e-06
"153";0,95;20;20;1;0,5;0,37638;0,38251;0,38251;0;0;0
"154";0,95;20;20;1;0,25;0,71463;0,72512;0,72512;2,000000000002e-05;0;0
"155";0,95;20;20;2;10;0;0;0;0;0;0
"156";0,95;20;20;2;4;0;0;0;0;0;0
"157";0,95;20;20;2;2;0;0;0;0;0;0
"158";0,95;20;20;2;1;2e-05;2e-05;2e-05;0;0;0
"159";0,95;20;20;2;0,1;0,77505;0,78594;0,78594;0;9,99999999995449e-06;9,99999999995449e-06
"160";0,95;20;20;2;0,5;0,0112;0,01152;0,01152;0;0;0
"161";0,95;20;20;2;0,25;0,31324;0,32469;0,32469;2,000000000002e-05;1,99999999999645e-05;1,99999999999645e-05
"162";0,95;20;20;3;10;0;0;0;0;0;0
"163";0,95;20;20;3;4;0;0;0;0;0;0
"164";0,95;20;20;3;2;0;0;0;0;0;0
"165";0,95;20;20;3;1;0;0;0;0;0;0
"166";0,95;20;20;3;0,1;0,62609;0,64038;0,64038;0;9,99999999995449e-06;9,99999999995449e-06
"167";0,95;20;20;3;0,5;1e-05;1e-05;1e-05;0;0;0
"168";0,95;20;20;3;0,25;0,06087;0,06523;0,06523;0;0;0
"169";0,95;20;20;4;10;0;0;0;0;0;0
"170";0,95;20;20;4;4;0;0;0;0;0;0
"171";0,95;20;20;4;2;0;0;0;0;0;0
"172";0,95;20;20;4;1;0;0;0;0;0;0
"173";0,95;20;20;4;0,1;0,45912;0,47508;0,47508;1,99999999999645e-05;3,000000000003e-05;3,000000000003e-05
"174";0,95;20;20;4;0,5;0;0;0;0;0;0
"175";0,95;20;20;4;0,25;0,00451;0,00503;0,00503;0;0;0
"176";0,95;20;50;0;10;0,84896;0,94978;0,94978;0;0;0
"177";0,95;20;50;0;4;0,86237;0,95039;0,95039;0;0;0
"178";0,95;20;50;0;2;0,8975;0,95175;0,95175;0;9,99999999995449e-06;9,99999999995449e-06
"179";0,95;20;50;0;1;0,94998;0,94968;0,94968;0;0;0
"180";0,95;20;50;0;0,1;0,99388;0,94911;0,94911;0;9,99999999995449e-06;9,99999999995449e-06
"181";0,95;20;50;0;0,5;0,9835;0,94994;0,94994;0;9,99999999995449e-06;9,99999999995449e-06
"182";0,95;20;50;0;0,25;0,99203;0,95068;0,95068;0;9,99999999995449e-06;9,99999999995449e-06
"183";0,95;20;50;1;10;0,00025;0,00315;0,00315;0;1e-05;1e-05
"184";0,95;20;50;1;4;0,00056;0,00375;0,00375;0;0;0
"185";0,95;20;50;1;2;0,00129;0,00576;0,00576;0;0;0
"186";0,95;20;50;1;1;0,01774;0,01907;0,01907;9,99999999999959e-06;0;0
"187";0,95;20;50;1;0,1;0,96824;0,82839;0,82839;0;9,99999999995449e-06;9,99999999995449e-06
"188";0,95;20;50;1;0,5;0,27807;0,13796;0,13796;1,000000000001e-05;1,000000000001e-05;1,000000000001e-05
"189";0,95;20;50;1;0,25;0,79384;0,50966;0,50966;2,000000000002e-05;2,000000000002e-05;2,000000000002e-05
"190";0,95;20;50;2;10;0;0;0;0;0;0
"191";0,95;20;50;2;4;0;0;0;0;0;0
"192";0,95;20;50;2;2;0;0;0;0;0;0
"193";0,95;20;50;2;1;0;0;0;0;0;0
"194";0,95;20;50;2;0,1;0,88064;0,60735;0,60735;2,000000000002e-05;0;0
"195";0,95;20;50;2;0,5;0,00041;4e-05;4e-05;0;0;0
"196";0,95;20;50;2;0,25;0,21669;0,05284;0,05284;9,99999999998225e-06;0;0
"197";0,95;20;50;3;10;0;0;0;0;0;0
"198";0,95;20;50;3;4;0;0;0;0;0;0
"199";0,95;20;50;3;2;0;0;0;0;0;0
"200";0,95;20;50;3;1;0;0;0;0;0;0
"201";0,95;20;50;3;0,1;0,69077;0,33709;0,33709;9,99999999995449e-06;1,000000000001e-05;1,000000000001e-05
"202";0,95;20;50;3;0,5;0;0;0;0;0;0
"203";0,95;20;50;3;0,25;0,0086;0,00073;0,00073;0;0;0
"204";0,95;20;50;4;10;0;0;0;0;0;0
"205";0,95;20;50;4;4;0;0;0;0;0;0
"206";0,95;20;50;4;2;0;0;0;0;0;0
"207";0,95;20;50;4;1;0;0;0;0;0;0
"208";0,95;20;50;4;0,1;0,43038;0,13388;0,13388;0;0;0
"209";0,95;20;50;4;0,5;0;0;0;0;0;0
"210";0,95;20;50;4;0,25;4e-05;0;0;0;0;0
"211";0,95;50;100;0;10;0,87634;0,94894;0,94894;0;0;0
"212";0,95;50;100;0;4;0,88494;0,9503;0,9503;0;0;0
"213";0,95;50;100;0;2;0,90921;0,94977;0,94977;0;0;0
"214";0,95;50;100;0;1;0,94983;0,94981;0,94981;0;0;0
"215";0,95;50;100;0;0,1;0,98932;0,95029;0,95029;0;9,99999999995449e-06;9,99999999995449e-06
