"conf.level";"n1";"n2";"m1-m2";"sd1/sd2";"p_Cohen_NH0";"p_Shieh_NH0";"p_transfoshieh_NH0";"CICohen_vs_Student";"CIShieh_vs_Welch";"CItransfoShieh_vs_Welch"
"189";0,95;20;50;1;0,25;0,80623;0,48984;0,48984;2,000000000002e-05;1,000000000001e-05;1,000000000001e-05
"190";0,95;20;50;2;10;0,00025;0,00111;0,00111;0;0;0
"191";0,95;20;50;2;4;0,00041;0,00118;0,00118;0;0;0
"192";0,95;20;50;2;2;0,00042;0,00126;0,00126;0;0;0
"193";0,95;20;50;2;1;0,00048;0,00148;0,00148;0;0;0
"194";0,95;20;50;2;0,1;0,9047;0,60565;0,60565;9,99999999995449e-06;0;0
"195";0,95;20;50;2;0,5;0,00172;0,00189;0,00189;0;0;0
"196";0,95;20;50;2;0,25;0,16825;0,03881;0,03881;0;0;0
"197";0,95;20;50;3;10;1e-04;0,00022;0,00022;0;0;0
"198";0,95;20;50;3;4;5e-05;0,00017;0,00017;0;0;0
"199";0,95;20;50;3;2;2e-05;0,00015;0,00015;0;0;0
"200";0,95;20;50;3;1;8e-05;0,00025;0,00025;0;0;0
"201";0,95;20;50;3;0,1;0,6929;0,29859;0,29859;9,99999999995449e-06;0;0
"202";0,95;20;50;3;0,5;0,00018;0,00026;0,00026;0;0;0
"203";0,95;20;50;3;0,25;0,00617;0,00105;0,00105;0;0;0
"204";0,95;20;50;4;10;1e-05;5e-05;5e-05;0;0;0
"205";0,95;20;50;4;4;0;5e-05;5e-05;0;0;0
"206";0,95;20;50;4;2;0;6e-05;6e-05;0;0;0
"207";0,95;20;50;4;1;3e-05;9e-05;9e-05;0;0;0
"208";0,95;20;50;4;0,1;0,38418;0,09323;0,09323;1,000000000001e-05;9,99999999999612e-06;9,99999999999612e-06
"209";0,95;20;50;4;0,5;2e-05;7e-05;7e-05;0;0;0
"210";0,95;20;50;4;0,25;0,00053;0,00016;0,00016;0;0;0
"211";0,95;50;100;0;10;0,85291;0,93056;0,93056;9,99999999995449e-06;0;0
"212";0,95;50;100;0;4;0,8644;0,92999;0,92999;0;9,99999999995449e-06;9,99999999995449e-06
"213";0,95;50;100;0;2;0,89754;0,93239;0,93239;0;0;0
"214";0,95;50;100;0;1;0,95274;0,94296;0,94296;0;0;0
"215";0,95;50;100;0;0,1;0,99488;0,96327;0,96327;0;0;0
"216";0,95;50;100;0;0,5;0,98466;0,95522;0,95522;9,99999999995449e-06;9,99999999995449e-06;9,99999999995449e-06
"217";0,95;50;100;0;0,25;0,99259;0,96209;0,96209;0;0;0
"218";0,95;50;100;1;10;0,00063;0,0017;0,0017;0;0;0
"219";0,95;50;100;1;4;0,00067;0,00158;0,00158;0;0;0
"220";0,95;50;100;1;2;0,00074;0,00156;0,00156;0;0;0
"221";0,95;50;100;1;1;0,00113;0,00229;0,00229;0;0;0
"222";0,95;50;100;1;0,1;0,92793;0,76611;0,76611;2,000000000002e-05;9,99999999995449e-06;9,99999999995449e-06
"223";0,95;50;100;1;0,5;0,01675;0,00983;0,00983;0;0;0
"224";0,95;50;100;1;0,25;0,43055;0,21395;0,21395;3,99999999999845e-05;1,99999999999922e-05;1,99999999999922e-05
"225";0,95;50;100;2;10;7e-05;0,00012;0,00012;0;0;0
"226";0,95;50;100;2;4;2e-05;3e-05;3e-05;0;0;0
"227";0,95;50;100;2;2;0;7e-05;7e-05;0;0;0
"228";0,95;50;100;2;1;3e-05;1e-04;1e-04;0;0;0
"229";0,95;50;100;2;0,1;0,63653;0,35348;0,35348;2,000000000002e-05;0;0
"230";0,95;50;100;2;0,5;1e-05;6e-05;6e-05;0;0;0
"231";0,95;50;100;2;0,25;0,00392;0,00075;0,00075;0;0;0
"232";0,95;50;100;3;10;1e-05;1e-05;1e-05;0;0;0
"233";0,95;50;100;3;4;0;0;0;0;0;0
"234";0,95;50;100;3;2;1e-05;1e-05;1e-05;0;0;0
"235";0,95;50;100;3;1;0;2e-05;2e-05;0;0;0
"236";0,95;50;100;3;0,1;0,22139;0,06932;0,06932;4,00000000000122e-05;0;0
"237";0,95;50;100;3;0,5;0;1e-05;1e-05;0;0;0
"238";0,95;50;100;3;0,25;9e-05;3e-05;3e-05;0;0;0
"239";0,95;50;100;4;10;1e-05;2e-05;2e-05;0;0;0
"240";0,95;50;100;4;4;0;0;0;0;0;0
"241";0,95;50;100;4;2;0;0;0;0;0;0
"242";0,95;50;100;4;1;0;1e-05;1e-05;0;0;0
"243";0,95;50;100;4;0,1;0,03138;0,00507;0,00507;0;0;0
"244";0,95;50;100;4;0,5;0;0;0;0;0;0
"245";0,95;50;100;4;0,25;2e-05;1e-05;1e-05;0;0;0
"246";0,95;50;20;0;10;0,9877;0,93021;0,93021;0;0;0
"247";0,95;50;20;0;4;0,98448;0,93665;0,93665;1,00000000000655e-05;0;0
"248";0,95;50;20;0;2;0,97343;0,94844;0,94844;0;0;0
"249";0,95;50;20;0;1;0,94449;0,96029;0,96029;1,00000000000655e-05;0;0
"250";0,95;50;20;0;0,1;0,87105;0,96949;0,96949;0;0;0
"251";0,95;50;20;0;0,5;0,90788;0,96745;0,96745;2,000000000002e-05;0;0
"252";0,95;50;20;0;0,25;0,8829;0,96974;0,96974;0;0;0
"253";0,95;50;20;1;10;0,00718;0,00149;0,00149;0;0;0
"254";0,95;50;20;1;4;0,00786;0,00208;0,00208;0;0;0
"255";0,95;50;20;1;2;0,009;0,00211;0,00211;0;0;0
"256";0,95;50;20;1;1;0,02477;0,01692;0,01692;9,99999999999959e-06;0;0
"257";0,95;50;20;1;0,1;0,73902;0,9168;0,9168;0;9,99999999995449e-06;9,99999999995449e-06
"258";0,95;50;20;1;0,5;0,16759;0,28378;0,28378;0;9,99999999995449e-06;9,99999999995449e-06
"259";0,95;50;20;1;0,25;0,4854;0,72859;0,72859;0;0;0
"260";0,95;50;20;2;10;0,00019;7e-05;7e-05;0;0;0
"261";0,95;50;20;2;4;0,00017;2e-05;2e-05;0;0;0
"262";0,95;50;20;2;2;0,00026;7e-05;7e-05;0;0;0
"263";0,95;50;20;2;1;0,00034;0,00017;0,00017;0;0;0
"264";0,95;50;20;2;0,1;0,55056;0,80248;0,80248;3,00000000000855e-05;0;0
"265";0,95;50;20;2;0,5;0,00148;0,00409;0,00409;0;0;0
"266";0,95;50;20;2;0,25;0,09905;0,25418;0,25418;1,99999999999922e-05;1,000000000001e-05;1,000000000001e-05
"267";0,95;50;20;3;10;6e-05;2e-05;2e-05;0;0;0
"268";0,95;50;20;3;4;2e-05;1e-05;1e-05;0;0;0
"269";0,95;50;20;3;2;9e-05;2e-05;2e-05;0;0;0
"270";0,95;50;20;3;1;3e-05;3e-05;3e-05;0;0;0
"271";0,95;50;20;3;0,1;0,35395;0,6334;0,6334;0;0;0
"272";0,95;50;20;3;0,5;2e-05;0,00016;0,00016;0;0;0
"273";0,95;50;20;3;0,25;0,00772;0,03326;0,03326;0;0;0
"274";0,95;50;20;4;10;0;0;0;0;0;0
"275";0,95;50;20;4;4;2e-05;1e-05;1e-05;0;0;0
"276";0,95;50;20;4;2;1e-05;0;0;0;0;0
"277";0,95;50;20;4;1;0;0;0;0;0;0
"278";0,95;50;20;4;0,1;0,18488;0,42649;0,42649;0;9,99999999995449e-06;9,99999999995449e-06
"279";0,95;50;20;4;0,5;0;1e-05;1e-05;0;0;0
"280";0,95;50;20;4;0,25;0,00056;0,00287;0,00287;0;1e-05;1e-05
"281";0,95;50;50;0;10;0,92672;0,92859;0,92859;9,99999999995449e-06;0;0
"282";0,95;50;50;0;4;0,9298;0,93103;0,93103;0;0;0
"283";0,95;50;50;0;2;0,93706;0,93752;0,93752;0;0;0
"284";0,95;50;50;0;1;0,95132;0,9514;0,9514;0;0;0
"285";0,95;50;50;0;0,1;0,9645;0,96581;0,96581;0;9,99999999995449e-06;9,99999999995449e-06
"286";0,95;50;50;0;0,5;0,96004;0,96069;0,96069;9,99999999995449e-06;0;0
"287";0,95;50;50;0;0,25;0,96488;0,96611;0,96611;0;2,000000000002e-05;2,000000000002e-05
"288";0,95;50;50;1;10;0,00149;0,00149;0,00149;0;0;0
"289";0,95;50;50;1;4;0,00143;0,00144;0,00144;0;0;0
"290";0,95;50;50;1;2;0,00188;0,0019;0,0019;0;0;0
"291";0,95;50;50;1;1;0,00319;0,00326;0,00326;0;1e-05;1e-05
"292";0,95;50;50;1;0,1;0,85032;0,85438;0,85438;0;0;0
"293";0,95;50;50;1;0,5;0,05234;0,05285;0,05285;0;1,99999999999992e-05;1,99999999999992e-05
"294";0,95;50;50;1;0,25;0,45624;0,46142;0,46142;9,99999999995449e-06;0;0
"295";0,95;50;50;2;10;2e-05;2e-05;2e-05;0;0;0
"296";0,95;50;50;2;4;3e-05;3e-05;3e-05;0;0;0
