"n1";"n2";"n1/n2";"m1-m2";"sd1/sd2";"bias_Cohen";"bias_Hedge";"bias_Glass1";"bias_Glass2";"bias_Shieh";"bias_Shieh_corr";"eff_Cohen";"eff_Hedge";"eff_Glass1";"eff_Glass2";"eff_Shieh";"eff_Shieh_corr";"MSE_Cohen";"MSE_Hedge";"MSE_Glass1";"MSE_Glass2";"MSE_Shieh";"MSE_Shieh_corr"
"1";100;100;1;0;10;-0,000152134205850393;-0,000151536820225326;-0,000107938289111679;-0,000905900557498906;-7,60671029251966e-05;-0,000152134205850393;0,0204223922348992;0,0202623218481316;0,01032447377076;1,09804049301282;0,00510559805872479;0,0204223922348992;0,0204224153797158;0,0202623448115395;0,0103244854214342;1,09804131366864;0,00510560384492894;0,0204224153797158
"2";100;100;1;0;4;0,000311693588174274;0,000310469660472019;0,00023406868013034;0,000850712338941259;0,000155846794087137;0,000311693588174274;0,0202848932253059;0,020125900553597;0,0108431785931837;0,18393393606089;0,00507122330632647;0,0202848932253059;0,0202849903781988;0,0201259969450071;0,0108432333813307;0,183934659772374;0,00507124759454969;0,0202849903781988
"3";100;100;1;0;2;-1,34800432810774e-05;-1,34271111739526e-05;6,88350990994588e-06;-0,00010549776114579;-6,74002164053876e-06;-1,34800432810775e-05;0,020275014799932;0,0201160995551647;0,0129129321183859;0,0538863749797406;0,00506875369998301;0,020275014799932;0,0202750149816436;0,0201160997354521;0,0129129321657686;0,0538863861095182;0,0050687537454109;0,0202750149816436
"4";100;100;1;0;1;-0,000185172649165577;-0,000184445531433252;-0,000155100678449166;-0,000266553584254324;-9,25863245827886e-05;-0,000185172649165577;0,02014547643864;0,0199875765134961;0,0210263142589149;0,0209929442213811;0,00503636910965999;0,02014547643864;0,02014551072755;0,0199876105336502;0,0210263383151354;0,0209930152721944;0,00503637768188749;0,02014551072755
"5";100;100;1;0;0,1;0,000360326308804626;0,000358911414921885;0,00243053501100002;0,000255265821871508;0,000180163154402313;0,000360326308804626;0,0203653849636971;0,020205761399018;1,09841364454077;0,0102954516573492;0,00509134624092428;0,0203653849636971;0,0203655147987459;0,0202058902164218;1,09841955204121;0,010295516817989;0,00509137869968648;0,0203655147987459
"6";100;100;1;0;0,5;-0,000354824528557047;-0,000353431238523445;-0,000529183487824059;-0,000287228712335102;-0,000177412264278523;-0,000354824528557047;0,0202475071760554;0,0200888075356083;0,0535736073398386;0,0128996792041086;0,00506187679401386;0,0202475071760554;0,0202476330765015;0,0200889324492486;0,0535738873750024;0,0128997617044418;0,00506190826912538;0,0202476330765015
"7";100;100;1;0;0,25;0,000859120263910354;0,000855746755020654;0,00278156757556143;0,000621281376355592;0,000429560131955177;0,000859120263910354;0,0204203269940343;0,0202602727945919;0,184804518600826;0,0109177052491614;0,00510508174850857;0,0204203269940343;0,0204210650816622;0,0202610050971007;0,184812255719003;0,0109180912397101;0,00510526627041554;0,0204210650816622
"8";100;100;1;1;10;0,0456395675240768;0,0454603545625949;0,0330666094863412;0,339170402099754;0,0228197837620384;0,0456395675240768;0,0581628525785933;0,0577069730616066;0,029791414963061;3,05486483725098;0,0145407131446483;0,0581628525785933;0,060245822702378;0,0597736168985634;0,0308848156259832;3,16990139891149;0,0150614556755945;0,060245822702378
"9";100;100;1;1;4;0,0415614973281;0,0413982977312619;0,0337335091970388;0,135583971543823;0,02078074866405;0,0415614973281;0,0522990911765719;0,0518891717285496;0,0299838820647734;0,499169439072105;0,013074772794143;0,0522990911765719;0,0540264492367255;0,0536029907835958;0,0311218317075201;0,517552452411701;0,0135066123091814;0,0540264492367255
"10";100;100;1;1;2;0,0312839542374728;0,0311611114852313;0,0341024777489913;0,0677797617908316;0,0156419771187364;0,0312839542374728;0,0425926934759355;0,042258852619304;0,0326468584947151;0,130547555862195;0,0106481733689839;0,0425926934759355;0,0435713792686678;0,043229867488299;0,0338098374833356;0,135141651970617;0,010892844817167;0,0435713792686678
"11";100;100;1;1;1;0,0196455337373265;0,0195683915891433;0,0338183532001162;0,0339727137200021;0,00982276686866324;0,0196455337373265;0,0314306348002707;0,0311842819826889;0,0407321223091978;0,0405327687342356;0,00785765870006768;0,0314306348002707;0,0318165817960952;0,031567203932075;0,0418758033223656;0,0416869140117368;0,00795414544902379;0,0318165817960952
"12";100;100;1;1;0,1;0,00483189198809858;0,00481291859023955;0,0344269761445906;0,00349764204091889;0,00241594599404929;0,00483189198809858;0,0208549308354858;0,02069147021802;1,11645008340529;0,0105472503191335;0,00521373270887145;0,0208549308354858;0,0208782780156705;0,0207146344033762;1,11763530009175;0,0105594838189799;0,00521956950391761;0,0208782780156705
