"n1";"n2";"m1";"m2";"var1";"var2";"skew";"kurt";"Average_m1";"Stdev_m1";"Average_m2";"Stdev_m2";"Average_sd1";"Stdev_sd1";"Average_sd2";"Stdev_sd2";"Average_skew1";"Stdev_skew1";"Average_skew2";"Stdev_skew2";"Average_kurt1";"Stdev_kurt1";"Average_kurt2";"Stdev_kurt2"
"1";100;100;0;0;1;0,01;6,32;95,75;2,234679720176e-06;0,100056371700912;-5,23473403619543e-07;0,0100182225429447;0,998711653916335;0,885046280531839;0,0100259579421123;0,0101421717970603;18,6179565041946;14,2053213357129;18,6076321285932;14,190586396176;3,75560720196105;1,273329798521;3,75412830672646;1,27274274631796
"2";100;100;0;0;1;0,0625;6,32;95,75;4,05878643362892e-05;0,099912826336905;0,000104463192246174;0,0249851729722658;1,00053371863885;0,986839563521497;0,0626647515897409;0,0588684925780135;18,6677849050856;14,2336904539749;18,5970063226731;14,2199671764867;3,76014627929906;1,27524044717684;3,75299126751455;1,27486682864633
"3";100;100;0;0;1;0,25;6,32;95,75;4,60549653904044e-05;0,100100387623827;-5,91402755907454e-05;0,0499195214649471;1,00071207468607;0,919073184178399;0,249651349781519;0,233731330315926;18,6646625200462;14,1963838089101;18,5596570991385;14,1599462178265;3,76029583873032;1,27409465583758;3,75046534122598;1,27091833153726
"4";100;100;0;0;1;1;6,32;95,75;1,57294036650479e-05;0,100032525074167;-0,000180529366409765;0,100124516703505;0,997488491768272;0,950123006170443;1,00003440950055;0,968143239801369;18,5831503173339;14,1731038783075;18,6870942917008;14,2349839901223;3,75191704419377;1,27244274989083;3,76185657028548;1,27623174315563
"5";100;100;0;0;1;100;6,32;95,75;1,04944170036577e-05;0,100262727434432;0,00321663297971717;0,993773981770326;1,00142073150934;0,958471728188311;99,7017104254555;90,1130349671306;18,6417869696063;14,2311195017632;18,5898731535183;14,1023275011348;3,75809504543366;1,27577429455407;3,75384748857799;1,2655219248152
"6";100;100;0;0;1;4;6,32;95,75;-0,000262271582829871;0,0998329278507202;-0,000193626684413249;0,199524053922898;0,995750494661814;0,913232645922552;4,0086123786359;3,68782278572551;18,5679816395357;14,0753924467449;18,6647167586185;14,2389130476238;3,75218093902318;1,26447802690863;3,76007143508979;1,27651922923649
"7";100;100;0;0;1;16;6,32;95,75;0,000101912486037184;0,100069346201553;-0,000260441706293009;0,39923649397206;0,997499136423372;0,89293573580499;15,9489600979938;14,8807099032271;18,66351184767;14,2079246967845;18,5453384178912;14,1197970474226;3,75941990359513;1,27435743026716;3,74892697267332;1,26744691093075
"8";100;100;1;0;1;0,01;6,32;95,75;0,999708621415133;0,0998899556086255;-4,9003478103961e-05;0,00999159261211603;0,998980003004745;1,05429040932331;0,00999741037856807;0,00933864839627225;18,6329750059638;14,1735556759774;18,6277498179199;14,231881048495;3,75675725858146;1,27231951230142;3,75604055202963;1,27508698839013
"9";100;100;1;0;1;0,0625;6,32;95,75;0,999902466403905;0,0999654305830246;-0,000102863067933787;0,0249490203092993;1,00249673836796;1,5223304421049;0,062318587128498;0,0603385243999201;18,6360331769833;14,1679752123911;18,6138184168292;14,1701631091235;3,75810070456364;1,27076187997436;3,75511477066412;1,27158104566082
"10";100;100;1;0;1;0,25;6,32;95,75;0,99988213054721;0,0997088457181843;-0,000138041193654691;0,0501110220886494;0,996993777731945;0,960671414986804;0,249860715418624;0,236831219222366;18,5518918695459;14,1572039986216;18,6105347327094;14,1273246125375;3,74947509503039;1,27010593772798;3,75696463907767;1,26742127352327
"11";100;100;1;0;1;1;6,32;95,75;0,999465309041991;0,0996737000886688;0,000108841369592027;0,100165993928487;0,997480790862937;0,934372462942481;1,0023743524027;1,0009847180909;18,6571542965571;14,2100782089063;18,5789996624257;14,1855454171754;3,7589809563834;1,27412648557969;3,75274919290346;1,2719821416604
"12";100;100;1;0;1;100;6,32;95,75;1,00055703635816;0,0997792392319459;0,00173016931201399;0,995443593490293;1,00083166339888;0,90185554150512;99,6705520870952;91,4298874807788;18,6508107897003;14,1925361470449;18,5612064323703;14,1036335280586;3,75921199139154;1,27173788491818;3,75048243748083;1,26717128752652
"13";100;100;1;0;1;4;6,32;95,75;1,00018631706071;0,0999943242804006;0,000469293094216954;0,200014917672476;1,00204403592721;0,901764832351757;3,9905704978528;3,60457738581134;18,6957161964709;14,2522008410703;18,6047653190139;14,1003728558042;3,76300846159115;1,2767291240252;3,75517683131442;1,26594338573382
"14";100;100;1;0;1;16;6,32;95,75;1,00072882305263;0,100399004791482;0,000397671277399164;0,399511339262913;1,00619551600155;1,01167587624021;15,9697348991673;14,5129944176661;18,6529658578823;14,207270141826;18,6754905233156;14,1599413495986;3,75978060876686;1,27327699711987;3,76146454081974;1,27070647427943
"15";100;100;2;0;1;0,01;6,32;95,75;1,99989083071959;0,0994957709153236;3,57515747101576e-05;0,0100029261096113;0,99538733478687;0,88093216571985;0,0100265698021634;0,00915036019345801;18,552787744271;14,0862828403044;18,659975259331;14,2131720893745;3,75091081762013;1,26477986240324;3,75924482614027;1,27435404004071
"16";100;100;2;0;1;0,0625;6,32;95,75;2,00016242157981;0,100703532138066;2,36522496850887e-05;0,0249605150273769;1,00599763227909;0,984496345460417;0,0626963016588924;0,067161255993087;18,7761245316575;14,3223928521388;18,6393030256155;14,2629749938363;3,7694085547628;1,28276503760699;3,75723266269848;1,2771764782865
"17";100;100;2;0;1;0,25;6,32;95,75;1,99999905620387;0,100290503570326;3,99172677755449e-05;0,0499408169717163;0,999207489686025;0,948128710825938;0,2501776377865;0,232169655092807;18,5664220023049;14,147344464528;18,6690317649746;14,1416653084585;3,75127076069388;1,26875097372695;3,76136685627115;1,26879846067561
"18";100;100;2;0;1;1;6,32;95,75;2,00018993213866;0,10007740386949;-5,20971363048092e-06;0,0997789888128306;1,0052824193062;1,02268315561157;0,997460428215141;0,998237211061659;18,6453731782886;14,2551809432188;18,565066264736;14,0957204712782;3,757565939735;1,27758815325388;3,75146607432903;1,26587867876618
