"n1";"n2";"m1";"m2";"sd1";"sd2";"C.P_cohen.d";"C.P_glass1.d";"C.P_glass2.d";"C.P_cohen.dprime";"C.P_shieh.d";"C.P_hedges.g";"C.P_glass1.g";"C.P_glass2.g";"C.P_hedges.gprime";"C.P_shieh.g"
"41";100;50;1;0;1;2;0,61699;0,82515;0,61615;0,66409;0,64117;0,61779;0,82745;0,61707;0,66311;0,64106
"42";100;50;1;0;1;4;0,61683;0,85741;0,7374;0,74496;0,74121;0,61705;0,85912;0,73841;0,7456;0,74189
"43";20;100;0;0;1;0,1;0,55532;0,83247;0,82132;0,83112;0,83213;0,55532;0,83247;0,82132;0,83112;0,83213
"44";20;100;0;0;1;0,25;0,6269;0,83971;0,82765;0,83441;0,83783;0,6269;0,83971;0,82765;0,83441;0,83783
"45";20;100;0;0;1;0,5;0,79043;0,85508;0,84331;0,84504;0,84975;0,79043;0,85508;0,84331;0,84504;0,84975
"46";20;100;0;0;1;1;0,9522;0,90799;0,89421;0,89465;0,89633;0,9522;0,90799;0,89421;0,89465;0,89633
"47";20;100;0;0;1;10;0,99283;0,92649;0,91496;0,9149;0,91486;0,99283;0,92649;0,91496;0,9149;0,91486
"48";20;100;0;0;1;2;0,97964;0,96655;0,95461;0,95512;0,95686;0,97964;0,96655;0,95461;0,95512;0,95686
"49";20;100;0;0;1;4;0,9896;0,95383;0,94284;0,94278;0,94411;0,9896;0,95383;0,94284;0,94278;0,94411
"50";20;100;1;0;1;0,1;0,38119;0,72325;0,7186;0,72294;0,72312;0,38514;0,74432;0,71854;0,74262;0,74384
"51";20;100;1;0;1;0,25;0,56242;0,73115;0,70332;0,7402;0,73156;0,56865;0,75148;0,70348;0,75561;0,75011
"52";20;100;1;0;1;0,5;0,70729;0,74174;0,68691;0,79835;0,75063;0,71071;0,76156;0,68734;0,80786;0,76512
"53";20;100;1;0;1;1;0,78428;0,7818;0,68493;0,81474;0,81436;0,78609;0,79867;0,68532;0,81915;0,82278
"54";20;100;1;0;1;10;0,98067;0,90949;0,852;0,85285;0,85596;0,98075;0,91225;0,85236;0,85311;0,8563
"55";20;100;1;0;1;2;0,88882;0,8435;0,71186;0,77011;0,84032;0,89034;0,8542;0,71167;0,7713;0,84455
"56";20;100;1;0;1;4;0,94874;0,88528;0,77725;0,78937;0,82402;0,94924;0,8909;0,77713;0,7897;0,82546
"57";20;20;0;0;1;0,1;0,82944;0,8362;0,8362;0,83503;0,83503;0,82944;0,8362;0,8362;0,83503;0,83503
"58";20;20;0;0;1;0,25;0,85137;0,85906;0,85906;0,85465;0,85465;0,85137;0,85906;0,85906;0,85465;0,85465
"59";20;20;0;0;1;0,5;0,90655;0,91468;0,91468;0,90879;0,90879;0,90655;0,91468;0,91468;0,90879;0,90879
"60";20;20;0;0;1;1;0,96555;0,97233;0,97233;0,97007;0,97007;0,96555;0,97233;0,97233;0,97007;0,97007
"61";20;20;0;0;1;10;0,82874;0,83595;0,83596;0,83474;0,83474;0,82874;0,83595;0,83596;0,83474;0,83474
"62";20;20;0;0;1;2;0,90763;0,9156;0,9156;0,91011;0,91011;0,90763;0,9156;0,9156;0,91011;0,91011
"63";20;20;0;0;1;4;0,84929;0,85723;0,85723;0,85263;0,85263;0,84929;0,85723;0,85723;0,85263;0,85263
"64";20;20;1;0;1;0,1;0,66406;0,72876;0,59239;0,73006;0,73006;0,67545;0,74949;0,59893;0,74979;0,74979
"65";20;20;1;0;1;0,25;0,70629;0,74023;0,5741;0,75268;0,75268;0,71893;0,76194;0,58104;0,77012;0,77012
"66";20;20;1;0;1;0,5;0,74926;0,77369;0,56787;0,77485;0,77485;0,75791;0,7906;0,57299;0,78558;0,78558
"67";20;20;1;0;1;1;0,72189;0,80999;0,58762;0,73471;0,73471;0,72647;0,823;0,58894;0,73968;0,73968
"68";20;20;1;0;1;10;0,77538;0,83084;0,78514;0,78457;0,78457;0,77621;0,83438;0,7869;0,786;0,786
"69";20;20;1;0;1;2;0,69103;0,82999;0,65695;0,6998;0,6998;0,69312;0,83906;0,65804;0,70012;0,70012
"70";20;20;1;0;1;4;0,7281;0,83587;0,73481;0,73791;0,73791;0,72937;0,84259;0,73781;0,7398;0,7398
"71";20;50;0;0;1;0,1;0,69781;0,83534;0,82666;0,83406;0,83483;0,69781;0,83534;0,82666;0,83406;0,83483
"72";20;50;0;0;1;0,25;0,74164;0,84456;0,83546;0,83925;0,84159;0,74164;0,84456;0,83546;0,83925;0,84159
"73";20;50;0;0;1;0,5;0,84509;0,87419;0,86439;0,86425;0,86637;0,84509;0,87419;0,86439;0,86425;0,86637
"74";20;50;0;0;1;1;0,9584;0,94494;0,93526;0,93524;0,93538;0,9584;0,94494;0,93526;0,93524;0,93538
"75";20;50;0;0;1;10;0,95489;0,89523;0,88685;0,8866;0,8863;0,95489;0,89523;0,88685;0,8866;0,8863
"76";20;50;0;0;1;2;0,96025;0,965;0,95667;0,95656;0,95801;0,96025;0,965;0,95667;0,95656;0,95801
"77";20;50;0;0;1;4;0,95658;0,92365;0,91522;0,91432;0,91455;0,95658;0,92365;0,91522;0,91432;0,91455
"78";20;50;1;0;1;0,1;0,49036;0,72486;0,65361;0,72507;0,72484;0,49683;0,74532;0,65613;0,74405;0,74469
"79";20;50;1;0;1;0,25;0,60438;0,73286;0,6397;0,74554;0,73588;0,61318;0,75361;0,64163;0,76097;0,75393
"80";20;50;1;0;1;0,5;0,71307;0,75624;0,62837;0,79144;0,77495;0,71863;0,77448;0,62981;0,80172;0,78711
"81";20;50;1;0;1;1;0,73779;0,80267;0,63219;0,77501;0,80902;0,74057;0,81724;0,63232;0,78008;0,81599
"82";20;50;1;0;1;10;0,92159;0,88615;0,82857;0,82897;0,82962;0,922;0,88959;0,82949;0,82987;0,83052
"83";20;50;1;0;1;2;0,80842;0,84932;0,68142;0,73735;0,78182;0,81027;0,85771;0,68206;0,73846;0,78482
"84";20;50;1;0;1;4;0,87233;0,875;0,76134;0,77163;0,78486;0,87371;0,88114;0,76225;0,77224;0,78591
"85";50;100;0;0;1;0,1;0,78052;0,88253;0,8795;0,88218;0,88233;0,78052;0,88253;0,8795;0,88218;0,88233
"86";50;100;0;0;1;0,25;0,8076;0,88853;0,88575;0,88716;0,88773;0,8076;0,88853;0,88575;0,88716;0,88773
"87";50;100;0;0;1;0,5;0,87527;0,90956;0,90668;0,90664;0,90719;0,87527;0,90956;0,90668;0,90664;0,90719
"88";50;100;0;0;1;1;0,95611;0,95074;0,94803;0,94761;0,94761;0,95611;0,95074;0,94803;0,94761;0,94761
"89";50;100;0;0;1;10;0,9629;0,91387;0,91092;0,91087;0,91079;0,9629;0,91387;0,91092;0,91087;0,91079
"90";50;100;0;0;1;2;0,96492;0,95382;0,95114;0,95075;0,95098;0,96492;0,95382;0,95114;0,95075;0,95098
"91";50;100;0;0;1;4;0,96391;0,92851;0,92578;0,92526;0,92515;0,96391;0,92851;0,92578;0,92526;0,92515
"92";50;100;1;0;1;0,1;0,4928;0,67919;0,6033;0,68222;0,68053;0,4965;0,68976;0,60558;0,69297;0,69122
"93";50;100;1;0;1;0,25;0,57466;0,68817;0,59486;0,70823;0,69871;0,57875;0,6988;0,59769;0,71801;0,70783
"94";50;100;1;0;1;0,5;0,6836;0,70586;0,58194;0,75692;0,73984;0,6877;0,71593;0,58393;0,76205;0,74658
"95";50;100;1;0;1;1;0,71352;0,7551;0,59462;0,75172;0,77923;0,7155;0,76281;0,59596;0,75469;0,78249
"96";50;100;1;0;1;10;0,92574;0,89911;0,84475;0,84566;0,84627;0,9261;0,90085;0,84529;0,84597;0,84654
"97";50;100;1;0;1;2;0,7739;0,81944;0,65477;0,71397;0,75054;0,77464;0,82436;0,65567;0,71474;0,75157
"98";50;100;1;0;1;4;0,86426;0,86732;0,75185;0,76379;0,77427;0,86495;0,86998;0,75242;0,76399;0,77429
"99";50;20;0;0;1;0,1;0,95607;0,8867;0,89546;0,88647;0,8862;0,95607;0,8867;0,89546;0,88647;0,8862
"100";50;20;0;0;1;0,25;0,95595;0,91444;0,92329;0,91347;0,91377;0,95595;0,91444;0,92329;0,91347;0,91377
"101";50;20;0;0;1;0,5;0,95998;0,95604;0,96399;0,95618;0,95746;0,95998;0,95604;0,96399;0,95618;0,95746
"102";50;20;0;0;1;1;0,95719;0,93486;0,94454;0,93508;0,93523;0,95719;0,93486;0,94454;0,93508;0,93523
"103";50;20;0;0;1;10;0,69342;0,82324;0,83217;0,83079;0,83151;0,69342;0,82324;0,83217;0,83079;0,83151
"104";50;20;0;0;1;2;0,84708;0,86362;0,87351;0,86339;0,86564;0,84708;0,86362;0,87351;0,86339;0,86564
"105";50;20;0;0;1;4;0,74125;0,83623;0,84546;0,84007;0,8424;0,74125;0,83623;0,84546;0,84007;0,8424
"106";50;20;1;0;1;0,1;0,80639;0,68668;0,50347;0,68974;0,69417;0,81308;0,69736;0,51354;0,69991;0,70424
"107";50;20;1;0;1;0,25;0,81499;0,70587;0,49316;0,71475;0,71456;0,82134;0,71607;0,50125;0,72328;0,72176
"108";50;20;1;0;1;0,5;0,81316;0,74346;0,4971;0,72351;0,67428;0,81762;0,75184;0,50323;0,72881;0,67737
"109";50;20;1;0;1;1;0,73938;0,78003;0,53528;0,67193;0,60272;0,74252;0,78614;0,53759;0,67279;0,60085
"110";50;20;1;0;1;10;0,61999;0,82129;0,7852;0,78427;0,78482;0,61986;0,8228;0,78698;0,78613;0,78653
"111";50;20;1;0;1;2;0,61155;0,80395;0,62679;0,66097;0,63786;0,61294;0,80851;0,62869;0,65941;0,63682
"112";50;20;1;0;1;4;0,57549;0,8185;0,72701;0,72828;0,72682;0,57555;0,82128;0,72939;0,72988;0,72871
"113";50;50;0;0;1;0,1;0,8842;0,88679;0,88679;0,88651;0,88651;0,8842;0,88679;0,88679;0,88651;0,88651
"114";50;50;0;0;1;0,25;0,89261;0,89552;0,89553;0,8942;0,8942;0,89261;0,89552;0,89553;0,8942;0,8942
"115";50;50;0;0;1;0,5;0,92498;0,92783;0,92784;0,92591;0,92591;0,92498;0,92783;0,92784;0,92591;0,92591
"116";50;50;0;0;1;1;0,9583;0,96144;0,96144;0,95961;0,95961;0,9583;0,96144;0,96144;0,95961;0,95961
"117";50;50;0;0;1;10;0,88231;0,88519;0,88518;0,88479;0,88479;0,88231;0,88519;0,88518;0,88479;0,88479
"118";50;50;0;0;1;2;0,92573;0,9285;0,92849;0,92642;0,92642;0,92573;0,9285;0,92849;0,92642;0,92642
"119";50;50;0;0;1;4;0,89423;0,89693;0,89692;0,89566;0,89566;0,89423;0,89693;0,89692;0,89566;0,89566
"120";50;50;1;0;1;0,1;0,62772;0,68025;0,54316;0,68329;0,68329;0,63307;0,69128;0,54829;0,69408;0,69408
"121";50;50;1;0;1;0,25;0,67107;0,69291;0,53181;0,71094;0,71094;0,6765;0,70482;0,53553;0,72;0,72
"122";50;50;1;0;1;0,5;0,72606;0,72462;0,5289;0,7455;0,7455;0,73141;0,73407;0,53213;0,75141;0,75141
"123";50;50;1;0;1;1;0,70508;0,7766;0,55471;0,71148;0,71148;0,7075;0,78328;0,55662;0,7143;0,7143
"124";50;50;1;0;1;10;0,82163;0,87605;0,82625;0,8267;0,8267;0,82198;0,87783;0,82715;0,82745;0,82745
"125";50;50;1;0;1;2;0,68428;0,82801;0,63673;0,68881;0,68881;0,6854;0,83222;0,63763;0,68908;0,68908
"126";50;50;1;0;1;4;0,74789;0,85973;0,74513;0,75373;0,75373;0,74863;0,86222;0,74573;0,75427;0,75427
