"n1";"n2";"n1/n2";"m1-m2";"sd1/sd2";"bias_Hedge";"bias_Glass1";"bias_Glass2";"bias_Shieh";"bias_Shieh_corr";"relbias_Hedge";"relbias_Glass1";"relbias_Glass2";"relbias_Shieh";"relbias_Shieh_corr";"eff_Hedge";"eff_Glass1";"eff_Glass2";"eff_Shieh";"eff_Shieh_corr";"releff_Hedge";"releff_Glass1";"releff_Glass2";"releff_Shieh";"releff_Shieh_corr"
"1";100;100;1;0;10;-0,039782375219204;-0,0287354275392552;0,0271083433616555;-0,0198292555122876;-0,0396585110245752;-Inf;-Inf;Inf;-Inf;-Inf;0,0282863581357685;0,0144350047585523;1,48296390913979;0,00702311680793867;0,0280924672317547;Inf;Inf;Inf;Inf;Inf
"2";100;100;1;0;4;-0,0350730695849738;-0,0289263252863484;0,0275684237947334;-0,0175273685796105;-0,0350547371592211;-Inf;-Inf;Inf;-Inf;-Inf;0,0261858585259109;0,0152656409694166;0,248513899744946;0,00651700751349207;0,0260680300539683;Inf;Inf;Inf;Inf;Inf
"3";100;100;1;0;2;-0,0224438307146403;-0,0288179873057757;0,0291984170765655;-0,0112588913504772;-0,0225177827009543;-Inf;-Inf;Inf;-Inf;-Inf;0,0225169501170134;0,0180644858012817;0,0735735794116003;0,00561595605588336;0,0224638242235335;Inf;Inf;Inf;Inf;Inf
"4";100;100;1;0;1;3,05273818594557e-05;-0,0285100017660957;0,0285928734756868;1,51069862310276e-05;3,02139724620552e-05;Inf;-Inf;Inf;Inf;Inf;0,0199153465754346;0,0287504529029063;0,028670615549658;0,00496920428665554;0,0198768171466222;Inf;Inf;Inf;Inf;Inf
"5";100;100;1;0;0,1;0,0389453509722132;-0,0335746718518237;0,0281540284426157;0,0194124045914132;0,0388248091828265;Inf;-Inf;Inf;Inf;Inf;0,028152117796369;1,47396891046344;0,0143733231454413;0,00698983764597764;0,0279593505839105;Inf;Inf;Inf;Inf;Inf
"6";100;100;1;0;0,5;0,0218545392952698;-0,029759326466313;0,0282341335327077;0,0109643844635558;0,0219287689271117;Inf;-Inf;Inf;Inf;Inf;0,0222157107747558;0,0730605058091551;0,0178277677647863;0,00554077853924508;0,0221631141569803;Inf;Inf;Inf;Inf;Inf
"7";100;100;1;0;0,25;0,0349885363398774;-0,0267987374665766;0,0288472157054392;0,0174849730711479;0,0349699461422958;Inf;-Inf;Inf;Inf;Inf;0,0261413931678141;0,244231848420017;0,0152324396212749;0,00650587524432427;0,0260235009772971;Inf;Inf;Inf;Inf;Inf
"8";100;100;1;1;10;0,182226056200974;0,128794354447619;1,56513082220159;0,0882650412336414;0,176530082467283;0,129495943786178;0,128794354447619;0,156513082220159;0,125448193920966;0,125448193920966;0,122350966461884;0,0640478483238311;14,4210988274808;0,0303992221909638;0,121596888763855;0,0617872380632513;0,0640478483238311;0,144210988274808;0,0614064288257468;0,0614064288257468
"9";100;100;1;1;4;0,159413018605455;0,129473455612001;0,656429276250035;0,0776205547290341;0,155241109458068;0,116191205362561;0,129473455612001;0,164107319062509;0,113150430169051;0,113150430169051;0,102444827696114;0,0650344614626138;2,49425845436659;0,0255416229483164;0,102166491793266;0,0544238147135604;0,0650344614626138;0,155891153397912;0,0542759487651724;0,0542759487651724
"10";100;100;1;1;2;0,118107881303534;0,127617177020812;0,34677071888604;0,0580932917782311;0,116186583556462;0,0933724786339961;0,127617177020812;0,17338535944302;0,0918535593979718;0,0918535593979718;0,0817062396973333;0,0670717749916567;0,702238317304096;0,0203986988801828;0,0815947955207311;0,0510663998108333;0,0670717749916567;0,175559579326024;0,050996747200457;0,050996747200457
