"n1";"n2";"n1/n2";"m1-m2";"sd1/sd2";"bias_Hedge";"bias_Glass1";"bias_Glass2";"bias_Shieh";"bias_Shieh_corr";"relbias_Hedge";"relbias_Glass1";"relbias_Glass2";"relbias_Shieh";"relbias_Shieh_corr";"eff_Hedge";"eff_Glass1";"eff_Glass2";"eff_Shieh";"eff_Shieh_corr";"releff_Hedge";"releff_Glass1";"releff_Glass2";"releff_Shieh";"releff_Shieh_corr"
"1";100;100;1;0;10;0,0102331711494973;0,00733163758940959;-0,00666738199735808;0,00509960146014606;0,0101992029202921;Inf;Inf;-Inf;Inf;Inf;0,0206539895233698;0,0103702795606045;1,10410696870107;0,00512593918283854;0,0205037567313542;Inf;Inf;Inf;Inf;Inf
"2";100;100;1;0;4;0,00927831578729049;0,00732534804657751;-0,00648869961543882;0,00463466834057191;0,0092693366811438;Inf;Inf;-Inf;Inf;Inf;0,020668033501887;0,0110223002113392;0,186201897372634;0,00513742509779346;0,0205497003911738;Inf;Inf;Inf;Inf;Inf
"3";100;100;1;0;2;0,00618391680544554;0,00718879405273657;-0,00734550272638637;0,00310501645946869;0,00621003291893735;Inf;Inf;-Inf;Inf;Inf;0,0201863705581911;0,0129688965928054;0,053903389201732;0,00503315938391695;0,0201326375356678;Inf;Inf;Inf;Inf;Inf
"4";100;100;1;0;1;0,000115896120452389;0,00736031136361513;-0,00710376232075933;5,79216809824366e-05;0,000115843361964902;Inf;Inf;-Inf;Inf;Inf;0,0200215048526119;0,0212886500902185;0,0212021274549118;0,00500325464220355;0,0200130185688142;Inf;Inf;Inf;Inf;Inf
"5";100;100;1;0;0,1;-0,0102658217940168;0,00607072715605865;-0,0073545020952329;-0,00511586079322382;-0,0102317215864476;-Inf;Inf;-Inf;-Inf;-Inf;0,0206258465231852;1,10673085786896;0,0103564668258014;0,00511895743565619;0,0204758297426248;Inf;Inf;Inf;Inf;Inf
"6";100;100;1;0;0,5;-0,00655423185699414;0,00670137062993287;-0,00750917927470287;-0,00328983172417398;-0,006579663448348;-Inf;Inf;-Inf;-Inf;-Inf;0,0204121754588452;0,0544748079787644;0,0131298770575328;0,00508947572022776;0,0203579028809111;Inf;Inf;Inf;Inf;Inf
"7";100;100;1;0;0,25;-0,00851479435257038;0,0091379593284016;-0,0067699407650759;-0,00425409433635722;-0,00850818867271446;-Inf;Inf;-Inf;-Inf;-Inf;0,0205866764026432;0,185081933127837;0,0109772072059298;0,00511719452775313;0,0204687781110125;Inf;Inf;Inf;Inf;Inf
"8";100;100;1;1;10;0,0646155801060937;0,0427985841810175;0,354813746842106;0,0296245516495073;0,0592491032990143;0,0459179971491107;0,0427985841810175;0,0354813746842106;0,0421043988447447;0,0421043988447445;0,0944357207246907;0,0480485236583459;3,31805873389565;0,0234462767627678;0,0937851070510713;0,0476900389659688;0,0480485236583459;0,0331805873389565;0,047361479060791;0,047361479060791
"9";100;100;1;1;4;0,0573827350573826;0,0427648480525784;0,135995043725311;0,0266336503619111;0,053267300723822;0,0418244959642813;0,0427648480525784;0,0339987609313277;0,0388248835111082;0,0388248835111081;0,08445037027822;0,0485592360638813;0,510898740863298;0,0210287001670599;0,0841148006682398;0,0448642592103044;0,0485592360638813;0,0319311713039561;0,0446859878550024;0,0446859878550024
"10";100;100;1;1;2;0,0414217856626113;0,0428238795323899;0,0645244948935657;0,0198525227277228;0,0397050454554455;0,0327467968612897;0,0428238795323899;0,0322622474467829;0,0313895945599313;0,0313895945599313;0,062161792635877;0,0504716780642484;0,121464415101218;0,01554549986344;0,0621819994537601;0,0388511203974231;0,0504716780642484;0,0303661037753045;0,0388637496586001;0,0388637496586001
"11";100;100;1;1;1;0,0233704813480919;0,044714849439496;0,0292692544100071;0,0116059870562454;0,023211974112491;0,0233704813480919;0,044714849439496;0,0292692544100071;0,0232119741124908;0,023211974112491;0,0339455633855601;0,058612835754269;0,0312159326837192;0,0084893509980576;0,0339574039922304;0,0339455633855601;0,058612835754269;0,0312159326837192;0,0339574039922304;0,0339574039922304
"12";100;100;1;1;0,1;-0,00425948245068183;0,0457387080935667;-0,00340342051510899;-0,00238031750661023;-0,00476063501322047;-0,0302693100806272;0,0457387080935667;-0,0340342051510899;-0,0338306681772557;-0,0338306681772557;0,0184593507750401;1,14858200187131;0,00925578967183563;0,00458108851178782;0,0183243540471513;0,932197214139527;1,14858200187131;0,925578967183563;0,92537987938114;0,92537987938114
"13";100;100;1;1;0,5;0,0121969565872891;0,0442654795435911;0,0112155637215873;0,00564934347441148;0,011298686948823;0,019285081669014;0,0442654795435911;0,0224311274431745;0,0178647926637494;0,0178647926637494;0,019798522298882;0,091969337595634;0,0120353226059357;0,00493290648707035;0,0197316259482814;0,0494963057472051;0,091969337595634;0,0481412904237428;0,0493290648707035;0,0493290648707035
"14";100;100;1;1;0,25;0,00322839795770669;0,0446808412388948;0,00186896377437812;0,001104419235607;0,002208838471214;0,00941231659440225;0,0446808412388948;0,00747585509751247;0,00643981543456624;0,00643981543456624;0,0171609444683048;0,223860532509925;0,00901460904967381;0,00426416555644773;0,0170566622257909;0,145868027980591;0,223860532509925;0,144233744794781;0,144981628919223;0,144981628919223
"15";100;100;1;2;10;0,120394851283242;0,0793039633606201;0,708162979441578;0,054846120503687;0,109692241007374;0,0427783084893341;0,03965198168031;0,0354081489720789;0,0389754916816196;0,0389754916816195;0,261926283347279;0,133697741864755;10,3406832355092;0,0650363132309322;0,260145252923729;0,033068193272594;0,0334244354661888;0,0258517080887731;0,0328433381816207;0,0328433381816207
