"conf.level";"n1";"n2";"m1-m2";"sd1/sd2";"p_Cohen_NH0";"p_Shieh_NH0";"p_transfoshieh_NH0";"CICohen_vs_Student";"CIShieh_vs_Welch";"CItransfoShieh_vs_Welch"
"294";0,95;50;50;1;0,25;0,60265;0,61044;0,61044;1,00000000000655e-05;0;0
"295";0,95;50;50;2;10;0;0;0;0;0;0
"296";0,95;50;50;2;4;0;0;0;0;0;0
"297";0,95;50;50;2;2;0;0;0;0;0;0
"298";0,95;50;50;2;1;0;0;0;0;0;0
"299";0,95;50;50;2;0,1;0,71214;0,72012;0,72012;0;0;0
"300";0,95;50;50;2;0,5;1e-05;1e-05;1e-05;0;0;0
"301";0,95;50;50;2;0,25;0,07502;0,07772;0,07772;0;0;0
"302";0,95;50;50;3;10;0;0;0;0;0;0
"303";0,95;50;50;3;4;0;0;0;0;0;0
"304";0,95;50;50;3;2;0;0;0;0;0;0
"305";0,95;50;50;3;1;0;0;0;0;0;0
"306";0,95;50;50;3;0,1;0,44787;0,45741;0,45741;0;0;0
"307";0,95;50;50;3;0,5;0;0;0;0;0;0
"308";0,95;50;50;3;0,25;0,00075;0,00084;0,00084;0;0;0
"309";0,95;50;50;4;10;0;0;0;0;0;0
"310";0,95;50;50;4;4;0;0;0;0;0;0
"311";0,95;50;50;4;2;0;0;0;0;0;0
"312";0,95;50;50;4;1;0;0;0;0;0;0
"313";0,95;50;50;4;0,1;0,20641;0,21294;0,21294;1,000000000001e-05;0;0
"314";0,95;50;50;4;0,5;0;0;0;0;0;0
"315";0,95;50;50;4;0,25;0;0;0;0;0;0
