"Confidence.level";"n1";"n2";"m1-m2";"sd1/sd2";"Cohen_SCP";"Hedges_SCP";"Shieh_SCP";"transfoshieh_SCP"
"79";0,95;100;50;1;4;0,83895;0,83649;0,76446;0,74985
"80";0,95;100;50;1;2;0,86169;0,8601;0,83675;0,8157
"81";0,95;100;50;1;1;0,9005;0,89958;0,92783;0,92093
"82";0,95;100;50;1;0,1;0,84969;0,84957;0,95716;0,9571
"83";0,95;100;50;1;0,5;0,90804;0,90753;0,96703;0,96533
"84";0,95;100;50;1;0,25;0,88187;0,88187;0,966;0,96571
"85";0,95;100;50;2;10;0,68174;0,67728;0,66281;0,65855
"86";0,95;100;50;2;4;0,69547;0,69082;0,67674;0,65904
"87";0,95;100;50;2;2;0,73417;0,72958;0,73636;0,71099
"88";0,95;100;50;2;1;0,80985;0,80659;0,84394;0,8523
"89";0,95;100;50;2;0,1;0,86576;0,86608;0,96519;0,96506
"90";0,95;100;50;2;0,5;0,86981;0,86816;0,93503;0,9432
"91";0,95;100;50;2;0,25;0,88563;0,8851;0,96941;0,96987
"92";0,95;100;50;3;10;0,61862;0,61254;0,64614;0,64173
"93";0,95;100;50;3;4;0,62873;0,62255;0,64703;0,62893
"94";0,95;100;50;3;2;0,67033;0,66433;0,68759;0,66796
"95";0,95;100;50;3;1;0,74448;0,73941;0,78344;0,80238
"96";0,95;100;50;3;0,1;0,87346;0,87306;0,96874;0,96874
"97";0,95;100;50;3;0,5;0,80741;0,80367;0,88224;0,90052
"98";0,95;100;50;3;0,25;0,85782;0,85582;0,95603;0,9583
"99";0,95;100;50;4;10;0,58565;0,57997;0,64089;0,63615
"100";0,95;100;50;4;4;0,5989;0,59204;0,64213;0,62009
"101";0,95;100;50;4;2;0,63522;0,62904;0,66447;0,64532
"102";0,95;100;50;4;1;0,7059;0,69941;0,74466;0,77384
"103";0,95;100;50;4;0,1;0,87377;0,87331;0,97034;0,9704
"104";0,95;100;50;4;0,5;0,75492;0,74998;0,83809;0,86478
"105";0,95;100;50;4;0,25;0,81376;0,81072;0,93031;0,93516
"106";0,95;20;100;0;10;0,60344;0,60344;0,94578;0,94578
"107";0,95;20;100;0;4;0,66948;0,66948;0,94543;0,94543
"108";0,95;20;100;0;2;0,80121;0,80121;0,94574;0,94574
"109";0,95;20;100;0;1;0,94984;0,94984;0,94861;0,94861
"110";0,95;20;100;0;0,1;0,99988;0,99988;0,94818;0,94818
"111";0,95;20;100;0;0,5;0,99455;0,99455;0,95239;0,95239
"112";0,95;20;100;0;0,25;0,99944;0,99944;0,9495;0,9495
"113";0,95;20;100;1;10;0,42172;0,42007;0,81094;0,81365
"114";0,95;20;100;1;4;0,51168;0,50952;0,81073;0,82571
"115";0,95;20;100;1;2;0,70185;0,6998;0,81243;0,85707
"116";0,95;20;100;1;1;0,92154;0,92136;0,83282;0,90812
"117";0,95;20;100;1;0,1;0,99997;0,99997;0,95917;0,95986
"118";0,95;20;100;1;0,5;0,99535;0,99542;0,90423;0,94862
"119";0,95;20;100;1;0,25;0,99984;0,99985;0,9567;0,96499
"120";0,95;20;100;2;10;0,3687;0,36555;0,75975;0,76405
"121";0,95;20;100;2;4;0,45204;0,44766;0,7592;0,78107
"122";0,95;20;100;2;2;0,63551;0,6302;0,75771;0,82303
"123";0,95;20;100;2;1;0,85484;0,85208;0,76109;0,8831
"124";0,95;20;100;2;0,1;0,99998;0,99998;0,96605;0,96703
"125";0,95;20;100;2;0,5;0,98496;0,98454;0,84131;0,92284
"126";0,95;20;100;2;0,25;0,9998;0,99982;0,9471;0,96209
"127";0,95;20;100;3;10;0,35433;0,35007;0,75291;0,75731
"128";0,95;20;100;3;4;0,43487;0,42893;0,75055;0,77506
"129";0,95;20;100;3;2;0,60605;0,59918;0,74467;0,81971
"130";0,95;20;100;3;1;0,79647;0,79161;0,7364;0,8741
"131";0,95;20;100;3;0,1;1;1;0,97005;0,97136
"132";0,95;20;100;3;0,5;0,9577;0,95602;0,79063;0,89487
"133";0,95;20;100;3;0,25;0,99903;0,99904;0,92335;0,94228
"134";0,95;20;100;4;10;0,35111;0,34757;0,75149;0,75625
"135";0,95;20;100;4;4;0,43224;0,42582;0,75178;0,77624
"136";0,95;20;100;4;2;0,58931;0,58162;0,73973;0,81901
"137";0,95;20;100;4;1;0,75207;0,74653;0,72718;0,87233
"138";0,95;20;100;4;0,1;0,99998;0,99997;0,97031;0,97139
"139";0,95;20;100;4;0,5;0,91521;0,91277;0,75704;0,87403
"140";0,95;20;100;4;0,25;0,9946;0,99452;0,89287;0,91362
"141";0,95;20;20;0;10;0,93857;0,93857;0,9454;0,9454
"142";0,95;20;20;0;4;0,94131;0,94131;0,94609;0,94609
"143";0,95;20;20;0;2;0,94922;0,94922;0,95148;0,95148
"144";0,95;20;20;0;1;0,95272;0,95272;0,95371;0,95371
"145";0,95;20;20;0;0,1;0,93834;0,93834;0,94533;0,94533
"146";0,95;20;20;0;0,5;0,94915;0,94915;0,95131;0,95131
"147";0,95;20;20;0;0,25;0,94206;0,94206;0,94729;0,94729
"148";0,95;20;20;1;10;0,75097;0,74419;0,81041;0,81041
"149";0,95;20;20;1;4;0,77667;0,76956;0,81743;0,81743
"150";0,95;20;20;1;2;0,83425;0,82916;0,84804;0,84804
"151";0,95;20;20;1;1;0,91622;0,91327;0,91836;0,91836
"152";0,95;20;20;1;0,1;0,94737;0,94761;0,95267;0,95267
"153";0,95;20;20;1;0,5;0,95493;0,95416;0,95868;0,95868
"154";0,95;20;20;1;0,25;0,95647;0,95668;0,96135;0,96135
"155";0,95;20;20;2;10;0,64974;0,63758;0,7632;0,7632
"156";0,95;20;20;2;4;0,6727;0,6614;0,75917;0,75917
"157";0,95;20;20;2;2;0,74667;0,73419;0,78099;0,78099
"158";0,95;20;20;2;1;0,85389;0,84585;0,86133;0,86133
"159";0,95;20;20;2;0,1;0,95496;0,9555;0,96076;0,96076
"160";0,95;20;20;2;0,5;0,92988;0,92554;0,93993;0,93993
"161";0,95;20;20;2;0,25;0,95674;0,95552;0,96459;0,96459
"162";0,95;20;20;3;10;0,6057;0,59013;0,74936;0,74936
"163";0,95;20;20;3;4;0,63524;0,6192;0,74346;0,74346
"164";0,95;20;20;3;2;0,70395;0,6882;0,75383;0,75383
"165";0,95;20;20;3;1;0,80944;0,7971;0,82162;0,82162
"166";0,95;20;20;3;0,1;0,95832;0,95839;0,96431;0,96431
"167";0,95;20;20;3;0,5;0,88732;0,87898;0,90703;0,90703
"168";0,95;20;20;3;0,25;0,94556;0,94198;0,95969;0,95969
"169";0,95;20;20;4;10;0,59426;0,57657;0,74932;0,74932
"170";0,95;20;20;4;4;0,62241;0,60553;0,74384;0,74384
"171";0,95;20;20;4;2;0,68547;0,66702;0,74185;0,74185
"172";0,95;20;20;4;1;0,77963;0,76491;0,79534;0,79534
"173";0,95;20;20;4;0,1;0,95777;0,9574;0,96625;0,96625
"174";0,95;20;20;4;0,5;0,84815;0,83733;0,87753;0,87753
"175";0,95;20;20;4;0,25;0,92207;0,91583;0,9465;0,9465
"176";0,95;20;50;0;10;0,77154;0,77154;0,94542;0,94542
"177";0,95;20;50;0;4;0,8019;0,8019;0,94592;0,94592
"178";0,95;20;50;0;2;0,86754;0,86754;0,9473;0,9473
"179";0,95;20;50;0;1;0,95261;0,95261;0,95201;0,95201
"180";0,95;20;50;0;0,1;0,99576;0,99576;0,94655;0,94655
"181";0,95;20;50;0;0,5;0,98547;0,98547;0,95168;0,95168
"182";0,95;20;50;0;0,25;0,99339;0,99339;0,94954;0,94954
"183";0,95;20;50;1;10;0,54982;0,54601;0,80861;0,81051
"184";0,95;20;50;1;4;0,61122;0,60703;0,81149;0,82236
"185";0,95;20;50;1;2;0,74572;0,74199;0,81959;0,85022
"186";0,95;20;50;1;1;0,91652;0,91522;0,8671;0,90538
"187";0,95;20;50;1;0,1;0,99758;0,99762;0,95731;0,95751
"188";0,95;20;50;1;0,5;0,98802;0,98801;0,94165;0,95579
"189";0,95;20;50;1;0,25;0,99721;0,99725;0,96207;0,96488
"190";0,95;20;50;2;10;0,47736;0,47034;0,76018;0,76293
"191";0,95;20;50;2;4;0,53407;0,52564;0,75895;0,77473
"192";0,95;20;50;2;2;0,66852;0,66017;0,75812;0,80182
"193";0,95;20;50;2;1;0,84792;0,84335;0,79253;0,85447
"194";0,95;20;50;2;0,1;0,99844;0,99848;0,96421;0,9646
"195";0,95;20;50;2;0,5;0,96978;0,96815;0,90133;0,92245
"196";0,95;20;50;2;0,25;0,99649;0,99639;0,96205;0,96549
"197";0,95;20;50;3;10;0,45785;0,45024;0,75322;0,75621
"198";0,95;20;50;3;4;0,51039;0,50163;0,74646;0,76419
"199";0,95;20;50;3;2;0,63858;0,62733;0,74023;0,78941
"200";0,95;20;50;3;1;0,79288;0,78496;0,75515;0,82662
"201";0,95;20;50;3;0,1;0,99882;0,9988;0,96872;0,969
"202";0,95;20;50;3;0,5;0,93063;0,92707;0,85823;0,88112
"203";0,95;20;50;3;0,25;0,99184;0,99126;0,94816;0,9499
"204";0,95;20;50;4;10;0,45158;0,44382;0,75166;0,75461
"205";0,95;20;50;4;4;0,50408;0,49397;0,74701;0,7651
"206";0,95;20;50;4;2;0,62394;0,61117;0,73644;0,78889
"207";0,95;20;50;4;1;0,757;0,74675;0,73582;0,81199
"208";0,95;20;50;4;0,1;0,99837;0,99835;0,97128;0,97131
"209";0,95;20;50;4;0,5;0,88117;0,87495;0,81902;0,841
"210";0,95;20;50;4;0,25;0,98054;0,97909;0,92756;0,92615
"211";0,95;50;100;0;10;0,82787;0,82787;0,94622;0,94622
"212";0,95;50;100;0;4;0,84788;0,84788;0,94664;0,94664
"213";0,95;50;100;0;2;0,88924;0,88924;0,94777;0,94777
"214";0,95;50;100;0;1;0,95183;0,95183;0,95097;0,95097
"215";0,95;50;100;0;0,1;0,99237;0,99237;0,94867;0,94867
"216";0,95;50;100;0;0,5;0,98173;0,98173;0,95111;0,95111
"217";0,95;50;100;0;0,25;0,98969;0,98969;0,94875;0,94875
"218";0,95;50;100;1;10;0,56661;0,56426;0,7648;0,76645
"219";0,95;50;100;1;4;0,61416;0,61156;0,77133;0,77987
"220";0,95;50;100;1;2;0,72984;0,72743;0,78872;0,81323
"221";0,95;50;100;1;1;0,90136;0,90072;0,85607;0,88692
"222";0,95;50;100;1;0,1;0,99473;0,99479;0,96013;0,96021
"223";0,95;50;100;1;0,5;0,98419;0,98421;0,94197;0,95261
"224";0,95;50;100;1;0,25;0,99465;0,99465;0,96468;0,96624
"225";0,95;50;100;2;10;0,47569;0,47209;0,69951;0,70166
"226";0,95;50;100;2;4;0,51698;0,51208;0,70123;0,71345
"227";0,95;50;100;2;2;0,63306;0,62816;0,70935;0,74544
"228";0,95;50;100;2;1;0,81484;0,81207;0,76458;0,81289
"229";0,95;50;100;2;0,1;0,99624;0,9963;0,96641;0,96661
"230";0,95;50;100;2;0,5;0,95116;0,95023;0,8944;0,90757
"231";0,95;50;100;2;0,25;0,99369;0,99353;0,96333;0,96479
"232";0,95;50;100;3;10;0,44805;0,44331;0,68385;0,68615
"233";0,95;50;100;3;4;0,48902;0,48351;0,68425;0,69792
"234";0,95;50;100;3;2;0,59204;0,58632;0,68141;0,72048
"235";0,95;50;100;3;1;0,74694;0,7419;0,71418;0,76622
"236";0,95;50;100;3;0,1;0,99708;0,99709;0,9712;0,97142
"237";0,95;50;100;3;0,5;0,8941;0,89183;0,83755;0,84798
"238";0,95;50;100;3;0,25;0,98291;0,98237;0,94404;0,94353
"239";0,95;50;100;4;10;0,44129;0,43622;0,68256;0,68515
"240";0,95;50;100;4;4;0,47777;0,46993;0,676;0,68997
"241";0,95;50;100;4;2;0,57558;0,56913;0,67477;0,71522
"242";0,95;50;100;4;1;0,70958;0,70375;0,68812;0,74418
"243";0,95;50;100;4;0,1;0,99678;0,99668;0,97199;0,97193
"244";0,95;50;100;4;0,5;0,83472;0,83022;0,79036;0,79828
"245";0,95;50;100;4;0,25;0,95965;0,95842;0,91435;0,91145
"246";0,95;50;20;0;10;0,99585;0,99585;0,94785;0,94785
"247";0,95;50;20;0;4;0,99398;0,99398;0,94965;0,94965
"248";0,95;50;20;0;2;0,9853;0,9853;0,95213;0,95213
"249";0,95;50;20;0;1;0,95049;0,95049;0,95129;0,95129
"250";0,95;50;20;0;0,1;0,77119;0,77119;0,94606;0,94606
"251";0,95;50;20;0;0,5;0,86794;0,86794;0,9477;0,9477
"252";0,95;50;20;0;0,25;0,79914;0,79914;0,94539;0,94539
"253";0,95;50;20;1;10;0,88881;0,88555;0,76792;0,76329
"254";0,95;50;20;1;4;0,89247;0,88936;0,79688;0,77901
"255";0,95;50;20;1;2;0,90298;0,90046;0,86783;0,84852
"256";0,95;50;20;1;1;0,91227;0,91075;0,93836;0,93318
"257";0,95;50;20;1;0,1;0,78855;0,78857;0,95432;0,95418
"258";0,95;50;20;1;0,5;0,888;0,88737;0,96379;0,96229
"259";0,95;50;20;1;0,25;0,83332;0,83338;0,96298;0,96205
"260";0,95;50;20;2;10;0,75668;0,74972;0,70233;0,69594
"261";0,95;50;20;2;4;0,76348;0,7559;0,71961;0,69519
"262";0,95;50;20;2;2;0,79067;0,784;0,78862;0,77118
"263";0,95;50;20;2;1;0,84182;0,8376;0,87815;0,89512
"264";0,95;50;20;2;0,1;0,80654;0,80632;0,96133;0,96128
"265";0,95;50;20;2;0,5;0,86647;0,86375;0,94788;0,95567
"266";0,95;50;20;2;0,25;0,84636;0,84525;0,96697;0,96733
"267";0,95;50;20;3;10;0,68978;0,67974;0,68761;0,68114
"268";0,95;50;20;3;4;0,69836;0,68962;0,69466;0,67135
"269";0,95;50;20;3;2;0,72955;0,71955;0,74734;0,73568
"270";0,95;50;20;3;1;0,788;0,78104;0,8279;0,86383
"271";0,95;50;20;3;0,1;0,81354;0,81322;0,96472;0,96465
"272";0,95;50;20;3;0,5;0,82454;0,81897;0,91037;0,93169
"273";0,95;50;20;3;0,25;0,83055;0,82803;0,96067;0,96328
"274";0,95;50;20;4;10;0,65586;0,6452;0,68248;0,67516
"275";0,95;50;20;4;4;0,66284;0,65205;0,68518;0,65892
"276";0,95;50;20;4;2;0,69523;0,68435;0,73078;0,72057
"277";0,95;50;20;4;1;0,7546;0,7445;0,79718;0,84437
"278";0,95;50;20;4;0,1;0,81954;0,8187;0,96685;0,9669
"279";0,95;50;20;4;0,5;0,7832;0,77639;0,87673;0,90753
"280";0,95;50;20;4;0,25;0,80383;0,79935;0,94768;0,95291
"281";0,95;50;50;0;10;0,94417;0,94417;0,94689;0,94689
"282";0,95;50;50;0;4;0,94624;0,94624;0,94814;0,94814
"283";0,95;50;50;0;2;0,94959;0,94959;0,95047;0,95047
"284";0,95;50;50;0;1;0,95112;0,95112;0,95139;0,95139
"285";0,95;50;50;0;0,1;0,94364;0,94364;0,94628;0,94628
"286";0,95;50;50;0;0,5;0,94911;0,94911;0,95013;0,95013
"287";0,95;50;50;0;0,25;0,94643;0,94643;0,94845;0,94845
"288";0,95;50;50;1;10;0,71487;0,71154;0,76586;0,76586
"289";0,95;50;50;1;4;0,73792;0,7347;0,77561;0,77561
"290";0,95;50;50;1;2;0,80268;0,79973;0,81587;0,81587
"291";0,95;50;50;1;1;0,90124;0,89943;0,90266;0,90266
"292";0,95;50;50;1;0,1;0,95522;0,95537;0,95745;0,95745
"293";0,95;50;50;1;0,5;0,95602;0,95568;0,95892;0,95892
"294";0,95;50;50;1;0,25;0,96322;0,96335;0,9655;0,9655
"295";0,95;50;50;2;10;0,59274;0,58639;0,69824;0,69824
"296";0,95;50;50;2;4;0,61931;0,61306;0,70188;0,70188
"297";0,95;50;50;2;2;0,69395;0,68728;0,72962;0,72962
"298";0,95;50;50;2;1;0,81889;0,81477;0,82345;0,82345
"299";0,95;50;50;2;0,1;0,96278;0,96298;0,96528;0,96528
"300";0,95;50;50;2;0,5;0,91832;0,9162;0,92829;0,92829
"301";0,95;50;50;2;0,25;0,96119;0,96048;0,96698;0,96698
"302";0,95;50;50;3;10;0,55141;0,54375;0,68616;0,68616
"303";0,95;50;50;3;4;0,579;0,5715;0,68555;0,68555
"304";0,95;50;50;3;2;0,64293;0,63535;0,69399;0,69399
"305";0,95;50;50;3;1;0,75739;0,75112;0,76488;0,76488
"306";0,95;50;50;3;0,1;0,9654;0,96524;0,96912;0,96912
"307";0,95;50;50;3;0,5;0,86113;0,85684;0,88246;0,88246
"308";0,95;50;50;3;0,25;0,94252;0,94098;0,9554;0,9554
"309";0,95;50;50;4;10;0,53709;0,52942;0,68486;0,68486
"310";0,95;50;50;4;4;0,55792;0,55006;0,67641;0,67641
"311";0,95;50;50;4;2;0,62488;0,61652;0,68354;0,68354
"312";0,95;50;50;4;1;0,72492;0,7164;0,73382;0,73382
"313";0,95;50;50;4;0,1;0,96644;0,96603;0,97136;0,97136
"314";0,95;50;50;4;0,5;0,80709;0,80044;0,83923;0,83923
"315";0,95;50;50;4;0,25;0,90861;0,90514;0,93216;0,93216
