"n1";"n2";"n1/n2";"m1-m2";"sd1/sd2";"bias_Cohen";"bias_Hedge";"bias_Glass1";"bias_Glass2";"bias_Shieh";"bias_Shieh_corr";"relbias_Cohen";"relbias_Hedge";"relbias_Glass1";"relbias_Glass2";"relbias_Shieh";"relbias_Shieh_corr";"eff_Cohen";"eff_Hedge";"eff_Glass1";"eff_Glass2";"eff_Shieh";"eff_Shieh_corr";"releff_Cohen";"releff_Hedge";"releff_Glass1";"releff_Glass2";"releff_Shieh";"releff_Shieh_corr"
"11";100;100;1;1;1;0,0272665618608385;0,0233704813480919;0,0527135235250757;0,0371496720347304;0,0136332809304193;0,0136332809304193;0,0272665618608385;0,0233704813480919;0,0527135235250757;0,0371496720347304;0,0272665618608385;0,0272665618608385;0,0342045241513576;0,0339455633855601;0,059513789173912;0,0316957610512913;0,00855113103783941;0,00855113103783941;0,0342045241513576;0,0339455633855601;0,059513789173912;0,0316957610512913;0,0342045241513576;0,0342045241513576
"12";100;100;1;1;0,1;-0,00373996458331363;-0,00425948245068183;0,0537452211714686;-0,00266384592449607;-0,00186998229165682;-0,00186998229165682;-0,026577441971797;-0,0302693100806272;0,0537452211714686;-0,0266384592449607;-0,026577441971797;-0,026577441971797;0,0186001717582872;0,0184593507750401;1,16623715997806;0,00939806286590693;0,0046500429395718;0,0046500429395718;0,939308673793503;0,932197214139527;1,16623715997806;0,939806286590693;0,939308673793503;0,939308673793503
"13";100;100;1;1;0,5;0,01465121733077;0,0121969565872891;0,0522607131082067;0,015129595080363;0,00732560866538501;0,00732560866538501;0,0231656086296829;0,019285081669014;0,0522607131082067;0,0302591901607261;0,0231656086296829;0,0231656086296829;0,0199495594296536;0,019798522298882;0,0933830226382153;0,0122203207367851;0,0049873898574134;0,0049873898574134;0,049873898574134;0,0494963057472051;0,0933830226382153;0,0488812829471406;0,049873898574134;0,049873898574134
"14";100;100;1;1;0,25;0,00454651560330083;0,00322839795770669;0,0526792549467141;0,0037973538557336;0,00227325780165041;0,00227325780165041;0,0132552568860053;0,00941231659440225;0,0526792549467141;0,0151894154229344;0,0132552568860053;0,0132552568860053;0,0172918602899351;0,0171609444683048;0,227301552035639;0,00915317499253483;0,00432296507248377;0,00432296507248377;0,146980812464448;0,145868027980591;0,227301552035639;0,146450799880557;0,146980812464448;0,146980812464448
"15";100;100;1;2;10;0,131567890738335;0,120394851283242;0,0952237856324096;0,866711359099902;0,0657839453691673;0,0657839453691673;0,046748276668862;0,0427783084893341;0,0476118928162048;0,0433355679549951;0,046748276668862;0,046748276668862;0,263924442286275;0,261926283347279;0,135752845259455;10,4996326158384;0,0659811105715688;0,0659811105715688;0,0333204608386422;0,033068193272594;0,0339382113148638;0,0262490815395961;0,0333204608386422;0,0333204608386422
"16";100;100;1;2;4;0,118592268380597;0,107735493548761;0,0960093382650902;0,341605606759984;0,0592961341902987;0,0592961341902987;0,0432191132517404;0,0392625300156402;0,0480046691325451;0,042700700844998;0,0432191132517404;0,0432191132517404;0,231129714171352;0,229379842501876;0,136323212876376;1,63725550183848;0,057782428542838;0,057782428542838;0,0306969151633827;0,0304645103322804;0,0340808032190939;0,0255821172162263;0,0306969151633827;0,0306969151633827
"17";100;100;1;2;2;0,087634593075649;0,0777074500116397;0,095294247961327;0,168147560635693;0,0438172965378245;0,0438172965378245;0,0346406144926339;0,0307165666500574;0,0476471239806635;0,0420368901589232;0,0346406144926339;0,0346406144926339;0,161739791973216;0,160515267983232;0,139086440030157;0,382779628526042;0,0404349479933041;0,0404349479933041;0,0252718424958151;0,0250805106223801;0,0347716100075391;0,0239237267828777;0,0252718424958151;0,0252718424958151
"18";100;100;1;2;1;0,0523822410855601;0,0445982376427576;0,0933596261054466;0,0815358337899998;0,0261911205427801;0,0261911205427801;0,0261911205427801;0,0222991188213788;0,0466798130527233;0,0407679168949999;0,0261911205427801;0,0261911205427801;0,0771165630858848;0,0765327173892153;0,14552763318349;0,0906189180266161;0,0192791407714712;0,0192791407714712;0,0192791407714712;0,0191331793473038;0,0363819082958725;0,022654729506654;0,0192791407714712;0,0192791407714712
"19";100;100;1;2;0,1;0,00135471874968279;0,000282176132836542;0,0895824812797077;0,00103708887054152;0,000677359374841396;0,000677359374841396;0,00481354276968836;0,00100261909293866;0,0447912406398538;0,0051854443527076;0,00481354276968836;0,00481354276968836;0,0173611789609825;0,0172297383311118;1,2535697431904;0,00876790066396964;0,00434029474024564;0,00434029474024564;0,219184884382405;0,217525446430286;0,313392435797599;0,219197516599241;0,219184884382405;0,219184884382405
"20";100;100;1;2;0,5;0,0331196870084254;0,028196687952512;0,0933349192093136;0,0356134885071506;0,0165598435042127;0,0165598435042127;0,0261834115846281;0,0222914391007419;0,0466674596046568;0,0356134885071506;0,0261834115846281;0,0261834115846281;0,0332582400544011;0,0330064435588424;0,180090333714665;0,0232430151064314;0,00831456001360028;0,00831456001360028;0,0207864000340007;0,0206290272242765;0,0450225834286663;0,0232430151064314;0,0207864000340007;0,0207864000340007
"21";100;100;1;2;0,25;0,017926718196504;0,0152569796676801;0,0961030594653565;0,0146200295992769;0,00896335909825202;0,00896335909825202;0,0261324578590657;0,0222406786257189;0,0480515297326782;0,0292400591985538;0,0261324578590657;0,0261324578590657;0,0187109768613585;0,0185693169781396;0,310786091883375;0,010082808525722;0,00467774421533961;0,00467774421533961;0,0397608258303867;0,0394597985785467;0,0776965229708438;0,0403312341028878;0,0397608258303867;0,0397608258303867
"22";100;100;1;3;10;0,191691908556036;0,174953815596727;0,138715588694144;1,30571399756574;0,0958459542780181;0,0958459542780181;0,0454075652555792;0,0414426819486678;0,0462385295647145;0,0435237999188581;0,0454075652555792;0,0454075652555792;0,52228568904441;0,518331489845452;0,268911310030153;22,4095372189255;0,130571422261103;0,130571422261103;0,0293060303297141;0,0290841558191059;0,0298790344477948;0,0248994857988061;0,0293060303297141;0,0293060303297141
"23";100;100;1;3;4;0,17592249553896;0,159644789322932;0,141776994605264;0,534370669874619;0,08796124776948;0,08796124776948;0,0427414836962005;0,0387867119501972;0,0472589982017548;0,0445308891562182;0,0427414836962005;0,0427414836962005;0,458433665673658;0,454962886995232;0,271514991703392;3,51560855601989;0,114608416418414;0,114608416418414;0,0270603205432368;0,0268554481906908;0,030168332411488;0,0244139483056937;0,0270603205432368;0,0270603205432368
"24";100;100;1;3;2;0,128024673029647;0,113146956726618;0,138916916448929;0,256517174749018;0,0640123365148233;0,0640123365148233;0,0337374636226677;0,029816841131052;0,0463056388163096;0,0427528624581697;0,0337374636226677;0,0337374636226677;0,314756635496221;0,312373628528859;0,273631612749302;0,838312377435973;0,0786891588740551;0,0786891588740551;0,0218580996872375;0,0216926130922819;0,0304035125277003;0,023286454928777;0,0218580996872375;0,0218580996872375
"25";100;100;1;3;1;0,0766108785493333;0,0649423164309413;0,138251870245143;0,121839756288459;0,0383054392746667;0,0383054392746667;0,0255369595164445;0,0216474388103138;0,046083956748381;0,0406132520961529;0,0255369595164445;0,0255369595164445;0,150176022841801;0,149039047577726;0,283869783187438;0,198944642422937;0,0375440057104502;0,0375440057104502;0,0166862247602001;0,0165598941753029;0,0315410870208265;0,0221049602692153;0,0166862247602001;0,0166862247602001
"26";100;100;1;3;0,1;0,00769696997172858;0,00606667099520553;0,131947892746817;0,00563207455099013;0,00384848498586429;0,00384848498586429;0,0182324162190358;0,0143705992169407;0,0439826309156057;0,0187735818366338;0,0182324162190358;0,0182324162190358;0,0168529505686624;0,0167253577108903;1,38461630709498;0,00851651006876654;0,00421323764216561;0,00421323764216561;0,0945637781908281;0,0938478404888842;0,153846256343887;0,0946278896529616;0,0945637781908281;0,0945637781908281
"27";100;100;1;3;0,5;0,0542469092610318;0,0468450881281792;0,140695135607091;0,0579986365481198;0,0271234546305159;0,0271234546305159;0,0285906315482237;0,0246895292793934;0,0468983785356971;0,0386657576987465;0,0285906315482237;0,0285906315482237;0,0606036958025733;0,0601448682098914;0,31372668495691;0,0467689680886491;0,0151509239506433;0,0151509239506433;0,0168343599451592;0,016706907836081;0,0348585205507677;0,0207862080393996;0,0168343599451592;0,0168343599451592
"28";100;100;1;3;0,25;0,0312312505946919;0,0272101781745286;0,138535146083915;0,0254524108783305;0,0156156252973459;0,0156156252973459;0,0303513199722512;0,026443539997641;0,0461783820279716;0,033936547837774;0,0303513199722512;0,0303513199722512;0,0253928269923668;0,0252005791512739;0,448330879199785;0,0141315602120399;0,0063482067480917;0,0063482067480917;0,0239821143816798;0,0238005469762031;0,0498145421333095;0,0251227737102931;0,0239821143816798;0,0239821143816798
"29";100;100;1;4;10;0,251254738623126;0,228953720558149;0,181888801271286;1,73677892303025;0,125627369311563;0,125627369311563;0,0446375098422633;0,0406755470994987;0,0454722003178216;0,0434194730757563;0,0446375098422633;0,0446375098422633;0,881842941852322;0,875166552421359;0,454358157232533;39,1409935662449;0,220460735463081;0,220460735463081;0,0278331678522139;0,0276224443107991;0,0283973848270333;0,0244631209789031;0,0278331678522139;0,0278331678522139
"30";100;100;1;4;4;0,229070624834709;0,207387848541176;0,185367722460458;0,689739221548965;0,114535312417355;0,114535312417355;0,0417406185604171;0,0377896427630956;0,0463419306151145;0,0431087013468103;0,0417406185604171;0,0417406185604171;0,765886431345131;0,760087942937649;0,455030561455553;6,14398023146293;0,191471607836283;0,191471607836283;0,0254298229157563;0,0252372949803516;0,0284394100909721;0,0239999227791521;0,0254298229157563;0,0254298229157563
"31";100;100;1;4;2;0,168784828887506;0,148955135770602;0,183307781183832;0,342141409427382;0,0843924144437529;0,0843924144437529;0,0333590308603939;0,0294398436384201;0,0458269452959579;0,0427676761784228;0,0333590308603939;0,0333590308603939;0,521870393910558;0,517919338890581;0,45635259915184;1,48992868436101;0,130467598477639;0,130467598477639;0,0203855622621312;0,0202312241754133;0,02852203744699;0,0232801356931408;0,0203855622621312;0,0203855622621312
"32";100;100;1;4;1;0,104014583830168;0,0884494210596367;0,183152364091976;0,166415681938258;0,0520072919150842;0,0520072919150842;0,0260036459575421;0,0221123552649092;0,045788091022994;0,0416039204845644;0,0260036459575421;0,0260036459575421;0,249678390187932;0,247788087406929;0,468223277298876;0,352145093779773;0,0624195975469829;0,0624195975469829;0,0156048993867457;0,0154867554629331;0,0292639548311797;0,0220090683612358;0,0156048993867457;0,0156048993867457
"33";100;100;1;4;0,1;0,0135555878754414;0,0113693667996145;0,185473279359081;0,0098641937660075;0,00677779393772071;0,00677779393772071;0,0240826378250042;0,0201986328775009;0,0463683198397702;0,0246604844150188;0,0240826378250042;0,0240826378250042;0,0174822858981137;0,0173499283735934;1,57687353045877;0,00884937777643619;0,00437057147452842;0,00437057147452842;0,0551784648659212;0,0547607114291542;0,0985545956536734;0,0553086111027262;0,0551784648659212;0,0551784648659212
"34";100;100;1;4;0,5;0,0747067397589523;0,064828627744185;0,184363535635335;0,0798992833703833;0,0373533698794761;0,0373533698794761;0,0295304317754684;0,025625765156851;0,0460908839088339;0,0399496416851917;0,0295304317754684;0,0295304317754684;0,100946940215901;0,100182675909005;0,493782568853139;0,0817146626280278;0,0252367350539753;0,0252367350539753;0,0157729594087345;0,0156535431107821;0,0308614105533212;0,020428665657007;0,0157729594087345;0,0157729594087345
"35";100;100;1;4;0,25;0,0456126056623696;0,0402361153205144;0,186180468431923;0,0370039675123182;0,0228063028311848;0,0228063028311848;0,0332456136769782;0,0293268566086709;0,0465451171079807;0,0370039675123182;0,0332456136769782;0,0332456136769782;0,0375173356150628;0,0372332937170212;0,632869122252103;0,0214438316102129;0,00937933390376569;0,00937933390376569;0,0199310845455021;0,0197801872871675;0,0395543201407564;0,0214438316102129;0,0199310845455021;0,0199310845455021
"36";100;20;5;0;10;0,00790785996802267;0,0078574914331945;0,00727683272612648;-0,0290114664199944;0,0059834139661818;0,00502888266187691;Inf;Inf;Inf;-Inf;Inf;Inf;0,0131553775880969;0,012988326868592;0,0110658261402748;1,45078708260855;0,00869502234147907;0,00546236627777124;Inf;Inf;Inf;Inf;Inf;Inf
"37";100;20;5;0;4;0,00763646000015796;0,00758782012754549;0,00727065988123505;-0,0283115645393421;0,0030390880496954;0,00427522759011315;Inf;Inf;Inf;-Inf;Inf;Inf;0,016353070575385;0,0161454146424832;0,0139670187817678;0,283690355858984;0,00855025669950216;0,00644136617460358;Inf;Inf;Inf;Inf;Inf;Inf
"38";100;20;5;0;2;0,00494213036553215;0,00491065182817208;0,00595747559019966;-0,0302496582376863;-0,00295914071708018;0,000848606075667697;Inf;Inf;Inf;-Inf;-Inf;Inf;0,0267886787714642;0,0264485085229564;0,0242288263242264;0,113653813351832;0,00857146803930833;0,0090890338896455;Inf;Inf;Inf;Inf;Inf;Inf
"39";100;20;5;0;1;0,00165818336317903;0,00164762168570655;0,00845688605659586;-0,026743915568211;-0,00713805901743687;-0,00427319094639167;Inf;Inf;Inf;-Inf;-Inf;-Inf;0,0611259150780017;0,0603497208543247;0,0660409117173056;0,0718961905239544;0,00903674932301234;0,0150104665047842;Inf;Inf;Inf;Inf;Inf;Inf
"40";100;20;5;0;0,1;-0,0644226204956664;-0,0640122853332736;-0,00176349169820709;-0,0284924368103695;-0,011585343427573;-0,0197516696129217;-Inf;-Inf;-Inf;-Inf;-Inf;-Inf;0,334198123233271;0,329954380583589;5,57979886954311;0,0584434803830412;0,00970715242506765;0,028730976476128;Inf;Inf;Inf;Inf;Inf;Inf
"41";100;20;5;0;0,5;-0,0133162562969617;-0,0132314393778728;0,0110838140823485;-0,025546807406341;-0,00932774869493094;-0,0113919980467604;-Inf;-Inf;Inf;-Inf;-Inf;-Inf;0,139432765140493;0,137662208302935;0,230284829086921;0,0610459751517265;0,00937824176431585;0,0220384840175675;Inf;Inf;Inf;Inf;Inf;Inf
"42";100;20;5;0;0,25;-0,0418967704283318;-0,0416299120179602;0,00791092068232532;-0,0277637424335779;-0,011042638499988;-0,0173847576381252;-Inf;-Inf;Inf;-Inf;-Inf;-Inf;0,247990903023171;0,244841844130468;0,907185179568635;0,0593106343621714;0,00967599498370753;0,0268693314828612;Inf;Inf;Inf;Inf;Inf;Inf
"43";100;20;5;1;10;0,056204213015836;0,0488990627200379;0,051710015371083;1,38643939848007;0,0429319585997094;0,0357621960797282;0,05153019816366;0,0448325535893692;0,051710015371083;0,138643939848007;0,0481910040069828;0,0508276305788373;0,0588750656261038;0,0581274533277968;0,0496543791535936;10,2129404829694;0,0369321631074179;0,024187584143797;0,0494899810123156;0,0488615431829166;0,0496543791535936;0,102129404829694;0,0465345255153466;0,04885891997047
"44";100;20;5;1;4;0,0535350911478003;0,0462816122658409;0,0504845712377044;0,53193807075041;0,0333983052083133;0,0314917526826213;0,0493292272959275;0,0426456016443611;0,0504845712377044;0,132984517687603;0,0419145403826709;0,0459067237441825;0,0604557796009448;0,0596880949478109;0,0525065638111293;1,55008321312771;0,0270514880498561;0,0225737198522025;0,0513297747353361;0,0506779746829136;0,0525065638111293;0,0968802008204816;0,0426060936785234;0,0479691546859303
"45";100;20;5;1;2;0,050959792557046;0,0438424318111452;0,052137739138016;0,252055505919492;0,0329806371244028;0,0262969720793319;0,0477838018137184;0,0411100196365608;0,052137739138016;0,126027752959746;0,0541927167417832;0,0415791636682715;0,0652398329762737;0,0644113990551583;0,0627111066736054;0,364692748184533;0,0180604976688913;0,0195622503994757;0,0573612938244779;0,0566329038302769;0,0627111066736054;0,0911731870461332;0,0487633437060066;0,0489056259986893
"46";100;20;5;1;1;0,0387642954071412;0,032147962315376;0,051090517407222;0,112563260049879;0,0288291773329435;0,0214060442408451;0,0387642954071412;0,032147962315376;0,051090517407222;0,112563260049879;0,0773568003022294;0,0428120884816903;0,0832782826343092;0,0822207913582112;0,104415257702665;0,106256772002126;0,0116631334599281;0,0180854915282559;0,0832782826343092;0,0822207913582112;0,104415257702665;0,106256772002126;0,0839745609114821;0,0723419661130236
"47";100;20;5;1;0,1;-0,0326742723781056;-0,0340136713030866;0,0556777094958936;-0,013887998319037;-0,00565681228618483;-0,0097094915073608;-0,13448421691788;-0,139997056300569;0,0556777094958936;-0,13887998319037;-0,138701530542991;-0,137997802580205;0,305157164059507;0,301282191754317;5,63335473791366;0,0530032448593934;0,00880622270104896;0,0260949713884451;5,16956924538097;5,10392458743118;5,63335473791366;5,30032448593933;5,29430108787064;5,27118422046591
"48";100;20;5;1;0,5;0,0238372395849547;0,0184551614936219;0,0525997768829092;0,0435574936200991;0,0152899564042755;0,0167659781391982;0,0290291274573506;0,022474801804756;0,0525997768829092;0,0871149872401982;0,0767549719854361;0,053018678120458;0,134538691895362;0,132830281389327;0,270669447631061;0,0558888123019915;0,00853461515810537;0,0200316438269306;0,199527721031257;0,196994061382477;0,270669447631061;0,223555249207966;0,215072301984255;0,200316438269306
"49";100;20;5;1;0,25;0,00266890206245696;-0,000794681001114239;0,0512663941024141;0,00695420209713371;0,00263667872311826;0,00342539093709429;0,00493223949740487;-0,00146860279238744;0,0512663941024141;0,0278168083885348;0,0259950314438242;0,0199732897752359;0,21935945067521;0,216573962093063;0,94178459658235;0,0503004528508923;0,00822736188488996;0,0230485780752617;0,749168293407707;0,739655141724612;0,94178459658235;0,804807245614276;0,799699575211305;0,783651654558899
"50";100;20;5;2;10;0,102744931590679;0,0881961819190891;0,0945406879035264;2,78972880934754;0,0784597081622176;0,0653576171757109;0,0471002652744878;0,040430836833249;0,0472703439517632;0,139486440467377;0,0440354019913934;0,046445313563995;0,160588678106003;0,158549477479317;0,13551028584377;37,5796825477009;0,0999499879844312;0,0658511568312091;0,0337474385197764;0,0333189039643506;0,0338775714609424;0,0939492063692523;0,0314842462150958;0,0332548341997606
"51";100;20;5;2;4;0,101499588205964;0,087028111933062;0,0955763840503052;1,09544938381943;0,0653055998241607;0,0600399152699227;0,046762750839743;0,040095472171974;0,0477881920251526;0,136931172977429;0,0409789386612795;0,0437612322136884;0,159479119305654;0,157454008171625;0,138822810582533;5,75633668849916;0,0721037920056058;0,0592023448961571;0,0338513014098203;0,0334214479739295;0,0347057026456332;0,0899427607577994;0,0283908681022073;0,0314512457260835
"52";100;20;5;2;2;0,0931486026659805;0,0789697473044222;0,094505242269042;0,533232167296506;0,0672021740584512;0,0496372666810119;0,0436716295894791;0,037024039592094;0,047252621134521;0,133308041824127;0,0552122199678033;0,039241704884296;0,154883728235784;0,15291697068222;0,149478536468914;1,38142830946215;0,0508249526496834;0,0468652313003894;0,0340448872975903;0,0336125756531364;0,0373696341172284;0,0863392693413841;0,0343068430385363;0,0292907695627434
"53";100;20;5;2;1;0,0757727692624774;0,0625512866557099;0,0942165782012943;0,250549735832642;0,0644746439307229;0,0468228218914961;0,0378863846312387;0,0312756433278549;0,0471082891006471;0,125274867916321;0,0865018119925144;0,0468228218914961;0,147292654080543;0,145422290141754;0,191192010391827;0,326057638231244;0,0299461467796216;0,0353826337152592;0,0368231635201358;0,0363555725354385;0,0477980025979568;0,0815144095578111;0,0539030642033188;0,0353826337152592
"54";100;20;5;2;0,1;-0,00124041754320187;-0,00432754741362884;0,0951516211724579;0,000582590638729646;0,000217406889939473;0,000240572521468918;-0,00255272068522763;-0,00890588806939816;0,047575810586229;0,00291295319364823;0,00266534108431004;0,00170958897789457;0,289127850221875;0,285456422694614;5,67681938880172;0,0501306280834143;0,00832951588708329;0,0246890427653606;1,22450545041002;1,20895633255622;1,41920484720043;1,25326570208536;1,25192623782862;1,24679665965071
"55";100;20;5;2;0,5;0,0607263554019231;0,0498790662496271;0,0958969408294581;0,111338328468657;0,0394487203740382;0,0444157954683045;0,0369764524264681;0,0303715068696117;0,047948470414729;0,111338328468657;0,0990155023046345;0,0702275388840137;0,16096691886161;0,158922915226425;0,359445328581091;0,0944170361065798;0,0135547103243152;0,0276009912678343;0,0596805313575886;0,0589226910267466;0,0898613321452727;0,0944170361065798;0,0853946750431858;0,0690024781695859
"56";100;20;5;2;0,25;0,0485393371758847;0,0413370020484174;0,0973397408452685;0,0424974837752552;0,016645971102201;0,0247611011287498;0,044851334068129;0,0381962300294784;0,0486698704226343;0,0849949675505104;0,0820563647782914;0,0721903947725699;0,216555914674839;0,213806026188766;1,02480187079418;0,0527002429951177;0,00857174386771725;0,0235994816791415;0,184898376300763;0,18255048422473;0,256200467698545;0,210800971980471;0,208293375985529;0,200595594272703
"57";100;20;5;3;10;0,148784608971519;0,126995451269322;0,136905909409247;4,21154677127775;0,113578961309257;0,0946297247288164;0,0454704963240914;0,0388114485768042;0,0456353031364157;0,140384892375925;0,0424973559564893;0,044831369598317;0,321888176223374;0,317800748775692;0,271657525674244;84,2359787937855;0,200049769194235;0,131923306567291;0,0300641131822942;0,0296823505377221;0,0301841695193605;0,0935955319930951;0,0280069676871929;0,0296094532517698
"58";100;20;5;3;4;0,14664028809429;0,12496880039968;0,13807554952509;1,65554313874653;0,0953112091046351;0,0868235147372989;0,0450399413858147;0,0383836360266695;0,0460251831750302;0,137961928228877;0,0398715393692394;0,0421886448145485;0,314098672459418;0,310110158342017;0,273469962956914;12,9548547212316;0,144155495110457;0,116662033654876;0,0296316014567118;0,0292553309688238;0,0303855514396571;0,0899642688974413;0,02522721164433;0,0275452023907346
"59";100;20;5;3;2;0,135531543030843;0,114289956555181;0,137061743576906;0,812519807088754;0,101576761210676;0,0731446734456187;0,0423615826434377;0,0357223368941165;0,0456872478589688;0,135419967848126;0,0556358834334029;0,0385506277995652;0,294869710349626;0,291125371052315;0,284076700169908;3,12431025469423;0,106029541484671;0,0906157566617447;0,0288067160534592;0,0284409201946117;0,0315640777966564;0,0867863959637285;0,0318088624454014;0,0251710435171513
"60";100;20;5;3;1;0,114951674847082;0,0951112183193934;0,138851191473897;0,392871369000405;0,101494298290361;0,0737691863243259;0,0383172249490273;0,0317037394397978;0,0462837304912989;0,130957123000135;0,090779260122355;0,0491794575495506;0,254016606852652;0,250791031861988;0,327617339766548;0,732010701787777;0,063881915237133;0,0670359097175625;0,0282240674280725;0,0278656702068876;0,0364019266407276;0,0813345224208642;0,0511055321897064;0,02979373765225
"61";100;20;5;3;0,1;0,0261614710202903;0,021352291518248;0,132837342700312;0,0133262751677166;0,00538831477212;0,00898458559232318;0,0358927140276184;0,0292946712631113;0,0442791142334375;0,0444209172257221;0,0440393793141347;0,0425649845787301;0,281514625494572;0,277939872856339;5,82955045918871;0,0489321713361737;0,00812931288781936;0,024083887021765;0,529894290361252;0,523165542222055;0,647727828798745;0,543690792624152;0,543038100906333;0,540549464266282
"62";100;20;5;3;0,5;0,100698371371047;0,0843662348510854;0,138207376003781;0,183880014565898;0,0653685459818181;0,0743118620668052;0,040877018594647;0,0342472286672925;0,0460691253345935;0,122586676377265;0,109382498831284;0,078331580433124;0,223968543616995;0,221124527464124;0,493708860393211;0,181331275933788;0,0250946020726026;0,0460265069950081;0,0369063042683372;0,0364376575388152;0,0548565400436901;0,0805916781927945;0,0702648858032874;0,0511405633277867
"63";100;20;5;3;0,25;0,0951185201032834;0,0841729185946338;0,13953612630837;0,078491765080949;0,0308297409541697;0,0463692108120076;0,0585942971815437;0,0518516583459924;0,04651204210279;0,104655686774599;0,101316867375838;0,0901255458822524;0,24420551759383;0,241104526600002;1,16030896629262;0,0673579008726208;0,0108475859515713;0,0289252405818284;0,0926693254146078;0,0914925840111118;0,128923218476958;0,119747379329104;0,11715392827697;0,109273131086907
