"n1";"n2";"m1";"m2";"var1";"var2";"skew";"kurt";"Average_m1";"Stdev_m1";"Average_m2";"Stdev_m2";"Average_var1";"Stdev_var1";"Average_var2";"Stdev_var2";"Average_skew1";"Stdev_skew1";"Average_skew2";"Stdev_skew2";"Average_kurt1";"Stdev_kurt1";"Average_kurt2";"Stdev_kurt2"
"1";100;100;0;0;1;0,01;0;0;-0,000909637707778746;0,100070266194153;-1,89207347799785e-05;0,0100078377018219;0,999608264122914;0,140071563956584;0,0100055086148538;0,00140038563089613;-0,0549034946753248;0,445983586688069;-0,0544115875686105;0,443229041955573;4,3374356193807e-05;0,231661923232607;-0,000451438679568449;0,232467734466842
"2";100;100;0;0;1;0,0625;0;0;0,000466890947804748;0,0998859101392892;-6,35003611564178e-05;0,0250338822350306;0,999567495655123;0,13977635661221;0,0624808440622502;0,00876771872516951;-0,0524470730123195;0,447397062202486;-0,0537243333993039;0,444677053495875;0,000625428112958705;0,232008442553881;-0,00177400272539756;0,232388689575147
"3";100;100;0;0;1;0,25;0;0;-0,000124102730169494;0,100044523318506;-1,6224485740465e-05;0,0498654881502158;0,999428466767601;0,140381646893858;0,249900716568208;0,0350628677413636;-0,0556834267540633;0,44650404569519;-0,0543686710927341;0,444545794102515;0,00040417890735953;0,232753119951924;0,000804641702463307;0,232417888250719
"4";100;100;0;0;1;1;0;0;0,000200759771809598;0,0998790860299999;0,000157479592537073;0,100218820895653;0,999335385885433;0,140052518220113;1,00008299287574;0,140024859456241;-0,0551824397380595;0,442183494842689;-0,0528406401916611;0,44652503211162;-8,63582246531254e-05;0,232328753323779;0,0017421542089611;0,232615425192515
"5";100;100;0;0;1;100;0;0;0,000518118775826383;0,100049908816373;-0,00928495391312556;0,998442317400959;0,99935690044105;0,140057092327654;99,9604473403889;13,9902013135539;-0,05305615879089;0,442999948579851;-0,0554000640905883;0,443757953055226;-0,00152663357878462;0,232270977266766;0,00130700864666028;0,231889080222857
"6";100;100;0;0;1;4;0;0;8,96476641761377e-05;0,100095869412785;0,000222474494004121;0,200833914268316;0,999122081806419;0,139898748972287;4,00107418640848;0,561227112434203;-0,0522126543056699;0,44435790711503;-0,0550512998272756;0,444605053965735;0,000653255799159166;0,232532931869999;0,000160241193432323;0,231213339417499
"7";100;100;0;0;1;16;0;0;-0,000420970423335529;0,100063214903135;-0,00095168397517102;0,400219959221063;0,999820313876913;0,14025865111329;15,9961680709138;2,2353267802954;-0,0542177569151166;0,443971122202281;-0,0543916275862758;0,44541314261797;0,000316820210282397;0,232869478342506;0,000987086732663335;0,231501398429956
"8";100;100;1;0;1;0,01;0;0;0,999882421187156;0,100103644970157;2,82374294793373e-05;0,0100031252544941;1,00031343807537;0,13954764187216;0,00999912275282563;0,0013953010448201;-0,0545739956891789;0,445722112694711;-0,0546031071029637;0,446412900243309;-0,00025019855501301;0,232149003035653;-0,000850847670381751;0,231773024118641
"9";100;100;1;0;1;0,0625;0;0;1,00015389246549;0,0999194074143216;-4,94172273525203e-05;0,0249647055932695;1,00002498809938;0,139379809938764;0,0624945142016979;0,00874686649026601;-0,0525026765623619;0,446262191547765;-0,0537098725762655;0,447036319849557;0,00129285301555229;0,232893496409744;0,000284971742791056;0,232201458633266
"10";100;100;1;0;1;0,25;0;0;0,999615301036094;0,0999755794271678;-0,000182709977191034;0,0498059451946238;1,00012207007735;0,139365978664628;0,250391033557344;0,0351669742377206;-0,0540967237012926;0,445045780158508;-0,0556796354080983;0,441717424304829;-0,000250876143113789;0,232398713346619;-0,00109731662593795;0,231963522884793
"11";100;100;1;0;1;1;0;0;1,00037136729399;0,0997791223228159;-0,000128593023173048;0,100032486680175;1,00065426842472;0,140285454366906;0,999972713466994;0,140622569787313;-0,0539334740993021;0,445034722403036;-0,0540585362530714;0,446643722141337;-0,00064444688834081;0,231875840344276;0,0011129394812443;0,231178784390599
"12";100;100;1;0;1;100;0;0;0,99972669912781;0,100096546430376;0,00224960387486382;1,00174725380918;1,00069268250017;0,139954045293061;100,018275514136;14,0253236624058;-0,0567120507595536;0,441892114516511;-0,0535008892245654;0,44452555637516;-0,000159303976279432;0,231730677776194;0,000408551616403573;0,232576074210902
